case_id,date,sample_order,negative_prices_clipped_27h,price_floor_gbp_per_mwh,param,level,price_scenario,negative_prices_clipped_27h_result,price_floor_gbp_per_mwh_result,base_cost_gbp,opt_cost_gbp,saving_gbp,saving_pct,opt_cost_ext_sum_gbp,saving_pct_ext_sum,opt_cost_it_gbp,opt_cost_cooling_gbp,opt_cost_ups_charge_gbp,opt_cost_other_gbp,base_cost_it_gbp,base_cost_cooling_gbp,base_cost_ups_charge_gbp,base_cost_other_gbp,nominal_max_ups_kw,nominal_max_tes_w,price_mean_gbp_per_mwh,price_min_gbp_per_mwh,price_max_gbp_per_mwh,price_std_gbp_per_mwh,negative_price_hours,extension_price_mean_gbp_per_mwh,runtime_s,saving_it_gbp,saving_cooling_gbp,saving_ups_charge_gbp,saving_other_gbp
imrp_20250612,2025-06-12,162,0,,price_day,162,2025-06-12,,,944.68,856.74,87.93,9.308,856.74,9.308,561.23,132.97,17.73,63.51,702.38,178.79,0.0,63.51,0.0,0.0,49.84,8.99,100.87,29.673,0,73.977,2.1,141.14999999999998,45.81999999999999,-17.73,0.0
imrp_20250613,2025-06-13,163,0,,price_day,163,2025-06-13,,,1539.24,1506.48,32.76,2.128,1506.48,2.128,1051.54,269.72,22.85,106.26,1140.25,292.73,0.0,106.26,0.0,0.0,83.389,62.17,105.12,12.651,0,87.64,2.2,88.71000000000004,23.00999999999999,-22.85,0.0
imrp_20250614,2025-06-14,164,0,,price_day,23,2025-06-14,,,1268.06,1177.16,90.9,7.169,1177.16,7.169,810.82,190.95,2.87,88.58,939.94,239.55,0.0,88.58,0.0,0.0,69.514,7.8,99.06,28.398,0,76.083,3.2,129.12,48.60000000000002,-2.87,0.0
imrp_20250615,2025-06-15,165,0,,price_day,165,2025-06-15,,,1167.32,1085.69,81.63,6.993,1085.69,6.993,732.41,174.19,5.23,79.53,866.76,221.02,0.0,79.53,0.0,0.0,62.415,14.19,106.48,29.028,0,78.877,2.6,134.35000000000002,46.83000000000001,-5.23,0.0
imrp_20250616,2025-06-16,166,0,,price_day,166,2025-06-16,,,1603.87,1533.03,70.84,4.417,1533.03,4.417,1047.95,265.43,24.46,111.04,1188.27,304.56,0.0,111.04,0.0,0.0,87.138,66.7,118.92,14.462,0,68.38,2.6,140.31999999999994,39.129999999999995,-24.46,0.0
imrp_20250617,2025-06-17,167,0,,price_day,167,2025-06-17,,,1533.46,1480.55,52.91,3.45,1480.55,3.45,1001.22,252.82,22.77,104.87,1136.81,291.78,0.0,104.87,0.0,0.0,82.296,62.17,121.13,18.15,0,83.537,2.7,135.58999999999992,38.95999999999998,-22.77,0.0
imrp_20250618,2025-06-18,168,0,,price_day,168,2025-06-18,,,1642.2,1602.09,40.12,2.443,1602.09,2.443,1119.35,282.64,24.04,113.61,1216.47,312.13,0.0,113.61,0.0,0.0,89.156,65.51,116.07,14.5,0,93.133,2.9,97.12000000000012,29.49000000000001,-24.04,0.0
imrp_20250619,2025-06-19,169,0,,price_day,169,2025-06-19,,,1691.32,1647.37,43.95,2.599,1647.37,2.599,1121.45,287.98,28.39,117.1,1253.0,321.23,0.0,117.1,0.0,0.0,91.891,77.56,114.11,10.478,0,81.943,2.9,131.54999999999995,33.25,-28.39,0.0
imrp_20250620,2025-06-20,170,0,,price_day,170,2025-06-20,,,1680.41,1630.04,50.37,2.998,1630.04,2.998,1110.37,281.62,23.68,115.93,1245.06,319.43,0.0,115.93,0.0,0.0,90.975,63.89,119.03,15.127,0,88.753,2.7,134.69000000000005,37.81,-23.68,0.0
imrp_20250621,2025-06-21,171,0,,price_day,24,2025-06-21,,,1435.64,1337.28,98.36,6.851,1337.28,6.851,915.17,218.84,6.37,99.83,1064.18,271.64,0.0,99.83,0.0,0.0,78.339,17.08,115.33,28.558,0,80.6,2.9,149.0100000000001,52.79999999999998,-6.37,0.0
imrp_20250622,2025-06-22,172,5,0.0,price_day,172,2025-06-22,5.0,0.0,841.51,665.64,175.87,20.899,665.64,20.899,481.03,100.45,0.0,57.42,626.2,157.88,0.0,57.42,0.0,0.0,45.062,0.0,108.17,37.775,0,21.407,6.2,145.17000000000007,57.42999999999999,0.0,0.0
imrp_20250623,2025-06-23,173,7,0.0,price_day,173,2025-06-23,7.0,0.0,493.56,384.18,109.38,22.161,384.18,22.161,258.4,51.6,0.48,31.02,369.29,93.25,0.0,31.02,0.0,0.0,24.341,0.0,84.3,28.971,0,35.393,3.2,110.89000000000004,41.65,-0.48,0.0
imrp_20250624,2025-06-24,174,0,,price_day,174,2025-06-24,,,886.88,790.54,96.34,10.862,790.54,10.862,520.93,118.42,10.21,58.55,660.12,168.21,0.0,58.55,0.0,0.0,45.945,1.46,108.13,34.733,0,71.093,2.5,139.19000000000005,49.790000000000006,-10.21,0.0
imrp_20250625,2025-06-25,175,0,,price_day,175,2025-06-25,,,1642.49,1593.45,49.05,2.986,1593.45,2.986,1084.44,275.55,25.77,113.05,1216.82,312.62,0.0,113.05,0.0,0.0,88.718,70.12,116.28,14.919,0,80.213,3.1,132.37999999999988,37.06999999999999,-25.77,0.0
imrp_20250626,2025-06-26,176,0,,price_day,176,2025-06-26,,,1332.24,1256.33,75.91,5.698,1256.33,5.698,860.94,211.65,11.12,93.04,986.9,252.3,0.0,93.04,0.0,0.0,73.017,29.83,99.78,20.777,0,71.18,3.5,125.95999999999992,40.650000000000006,-11.12,0.0
imrp_20250627,2025-06-27,177,0,,price_day,177,2025-06-27,,,1146.18,1037.91,108.27,9.446,1037.91,9.446,721.99,168.08,5.34,80.19,849.39,216.61,0.0,80.19,0.0,0.0,62.929,14.4,93.8,24.754,0,48.913,3.8,127.39999999999998,48.53,-5.34,0.0
imrp_20250628,2025-06-28,178,3,0.0,price_day,178,2025-06-28,3.0,0.0,766.36,685.82,80.55,10.51,685.82,10.51,457.02,101.97,0.0,50.38,571.01,144.98,0.0,50.38,0.0,0.0,39.535,0.0,97.43,33.359,0,70.22,3.7,113.99000000000001,43.00999999999999,0.0,0.0
imrp_20250629,2025-06-29,179,0,,price_day,179,2025-06-29,,,1394.28,1355.23,39.04,2.8,1355.23,2.8,916.0,233.18,22.08,95.36,1033.83,265.09,0.0,95.36,0.0,0.0,74.831,58.41,101.26,12.195,0,73.493,4.4,117.82999999999993,31.909999999999968,-22.08,0.0
imrp_20250630,2025-06-30,180,0,,price_day,180,2025-06-30,,,1470.4,1390.23,80.17,5.452,1390.23,5.452,948.61,234.81,16.49,101.13,1090.16,279.11,0.0,101.13,0.0,0.0,79.363,45.04,118.38,21.417,0,73.5,3.6,141.55000000000007,44.30000000000001,-16.49,0.0
imrp_20250701,2025-07-01,181,0,,price_day,181,2025-07-01,,,1813.97,1693.39,120.58,6.648,1693.39,6.648,1160.68,288.44,24.69,122.56,1346.17,345.24,0.0,122.56,0.0,0.0,96.179,67.32,177.68,32.209,0,78.803,3.1,185.49,56.80000000000001,-24.69,0.0
imrp_20250702,2025-07-02,182,0,,price_day,182,2025-07-02,,,1609.52,1532.11,77.4,4.809,1532.11,4.809,1047.02,263.8,22.4,110.31,1193.4,305.81,0.0,110.31,0.0,0.0,86.563,60.69,128.64,18.865,0,72.083,2.9,146.3800000000001,42.00999999999999,-22.4,0.0
imrp_20250703,2025-07-03,183,0,,price_day,183,2025-07-03,,,1389.23,1329.91,59.32,4.27,1329.91,4.27,907.45,225.87,15.49,96.4,1029.12,263.72,0.0,96.4,0.0,0.0,75.648,41.57,101.19,17.692,0,74.833,4.0,121.66999999999985,37.85000000000002,-15.49,0.0
imrp_20250704,2025-07-04,184,0,,price_day,184,2025-07-04,,,1074.83,950.95,123.89,11.526,950.95,11.526,670.28,152.6,2.23,75.63,796.47,202.72,0.0,75.63,0.0,0.0,59.354,6.06,88.41,28.264,0,39.5,3.8,126.19000000000005,50.120000000000005,-2.23,0.0
imrp_20250705,2025-07-05,185,1,0.0,price_day,185,2025-07-05,1.0,0.0,684.38,615.64,68.74,10.044,615.64,10.044,400.42,88.79,0.27,44.29,510.47,129.61,0.0,44.29,0.0,0.0,34.76,0.0,92.49,33.164,0,69.003,3.4,110.05000000000001,40.82000000000001,-0.27,0.0
imrp_20250706,2025-07-06,186,0,,price_day,26,2025-07-06,,,1360.5,1322.25,38.24,2.811,1322.25,2.811,902.78,227.29,19.37,92.93,1009.14,258.43,0.0,92.93,0.0,0.0,72.925,52.33,95.79,13.068,0,75.55,5.3,106.36000000000001,31.140000000000015,-19.37,0.0
imrp_20250707,2025-07-07,187,0,,price_day,187,2025-07-07,,,1181.58,1078.22,103.36,8.748,1078.22,8.748,718.78,175.58,25.32,81.47,876.72,223.39,0.0,81.47,0.0,0.0,63.931,16.49,93.63,24.242,0,63.15,3.2,157.94000000000005,47.809999999999974,-25.32,0.0
imrp_20250708,2025-07-08,188,0,,price_day,188,2025-07-08,,,1390.27,1335.34,54.92,3.951,1335.34,3.951,902.87,226.96,20.44,95.25,1030.6,264.42,0.0,95.25,0.0,0.0,74.748,55.84,106.9,16.632,0,74.097,3.0,127.7299999999999,37.46000000000001,-20.44,0.0
imrp_20250709,2025-07-09,189,0,,price_day,189,2025-07-09,,,1547.02,1501.37,45.65,2.951,1501.37,2.951,1023.28,261.26,25.69,106.75,1146.09,294.19,0.0,106.75,0.0,0.0,83.77,70.2,111.14,13.238,0,76.653,3.3,122.80999999999995,32.93000000000001,-25.69,0.0
imrp_20250710,2025-07-10,190,0,,price_day,190,2025-07-10,,,1552.83,1506.4,46.43,2.99,1506.4,2.99,1025.0,260.86,25.25,106.85,1150.75,295.23,0.0,106.85,0.0,0.0,83.853,69.01,114.88,14.394,0,80.273,3.7,125.75,34.370000000000005,-25.25,0.0
imrp_20250711,2025-07-11,191,0,,price_day,191,2025-07-11,,,1541.48,1506.84,34.64,2.247,1506.84,2.247,1031.59,267.31,24.8,106.77,1141.8,292.92,0.0,106.77,0.0,0.0,83.787,67.55,107.05,10.927,0,81.187,3.1,110.21000000000004,25.610000000000014,-24.8,0.0
imrp_20250712,2025-07-12,192,0,,price_day,192,2025-07-12,,,1465.92,1438.17,27.75,1.893,1438.17,1.893,1004.03,258.03,22.05,101.4,1086.08,278.44,0.0,101.4,0.0,0.0,79.573,59.85,100.52,10.629,0,84.007,3.2,82.04999999999995,20.410000000000025,-22.05,0.0
imrp_20250713,2025-07-13,193,0,,price_day,27,2025-07-13,,,1549.39,1515.83,33.56,2.166,1515.83,2.166,1057.68,264.67,0.0,106.58,1148.25,294.56,0.0,106.58,0.0,0.0,83.642,71.52,108.36,11.615,0,79.07,3.7,90.56999999999994,29.889999999999986,0.0,0.0
imrp_20250714,2025-07-14,194,0,,price_day,194,2025-07-14,,,1429.69,1368.6,61.09,4.273,1368.6,4.273,933.22,233.57,16.63,99.63,1058.87,271.19,0.0,99.63,0.0,0.0,78.185,44.54,103.17,17.176,0,75.753,2.8,125.64999999999986,37.620000000000005,-16.63,0.0
imrp_20250715,2025-07-15,195,0,,price_day,195,2025-07-15,,,1453.49,1416.75,36.74,2.528,1416.75,2.528,966.13,246.34,24.89,100.67,1076.6,276.22,0.0,100.67,0.0,0.0,79.0,68.03,97.72,9.937,0,69.527,2.8,110.46999999999991,29.880000000000024,-24.89,0.0
imrp_20250716,2025-07-16,196,0,,price_day,196,2025-07-16,,,1576.45,1546.47,29.98,1.902,1546.47,1.902,1082.71,268.93,0.0,108.03,1168.22,300.2,0.0,108.03,0.0,0.0,84.78,68.07,111.53,13.166,0,83.883,3.0,85.50999999999999,31.269999999999982,0.0,0.0
imrp_20250717,2025-07-17,197,0,,price_day,197,2025-07-17,,,1606.67,1560.9,45.76,2.848,1560.9,2.848,1062.09,271.39,24.91,111.04,1190.32,305.3,0.0,111.04,0.0,0.0,87.141,68.04,110.97,12.605,0,80.123,2.9,128.23000000000002,33.910000000000025,-24.91,0.0
imrp_20250718,2025-07-18,198,0,,price_day,198,2025-07-18,,,1648.36,1600.76,47.6,2.888,1600.76,2.888,1088.68,277.15,25.24,113.46,1221.41,313.48,0.0,113.46,0.0,0.0,89.039,68.93,121.52,14.756,0,84.577,2.8,132.73000000000002,36.33000000000004,-25.24,0.0
imrp_20250719,2025-07-19,199,0,,price_day,199,2025-07-19,,,1520.46,1478.41,42.05,2.766,1478.41,2.766,1036.42,257.37,21.42,105.06,1126.65,288.74,0.0,105.06,0.0,0.0,82.447,57.75,102.01,11.047,0,79.42,2.8,90.23000000000002,31.370000000000005,-21.42,0.0
imrp_20250720,2025-07-20,200,0,,price_day,28,2025-07-20,,,1456.21,1420.97,35.24,2.42,1420.97,2.42,972.76,244.91,20.17,100.65,1078.98,276.59,0.0,100.65,0.0,0.0,78.985,54.34,98.76,11.433,0,75.483,4.1,106.22000000000003,31.67999999999998,-20.17,0.0
imrp_20250721,2025-07-21,201,0,,price_day,201,2025-07-21,,,1562.45,1530.17,32.28,2.066,1530.17,2.066,1063.95,267.15,0.0,107.98,1157.4,297.07,0.0,107.98,0.0,0.0,84.735,74.42,103.17,8.813,0,74.0,3.2,93.45000000000005,29.920000000000016,0.0,0.0
imrp_20250722,2025-07-22,202,0,,price_day,202,2025-07-22,,,1498.37,1468.47,29.9,1.995,1468.47,1.995,1031.23,257.2,0.0,103.38,1110.04,284.95,0.0,103.38,0.0,0.0,81.128,69.77,101.11,9.805,0,76.89,2.8,78.80999999999995,27.75,0.0,0.0
imrp_20250723,2025-07-23,203,0,,price_day,203,2025-07-23,,,1525.67,1495.04,30.63,2.008,1495.04,2.008,1043.56,262.53,0.0,105.29,1130.28,290.1,0.0,105.29,0.0,0.0,82.624,71.31,104.67,9.909,0,77.24,2.9,86.72000000000003,27.57000000000005,0.0,0.0
imrp_20250724,2025-07-24,204,0,,price_day,204,2025-07-24,,,1525.39,1496.64,28.75,1.885,1496.64,1.885,1051.71,263.12,0.0,105.11,1130.18,290.1,0.0,105.11,0.0,0.0,82.487,71.91,101.9,9.153,0,78.027,2.8,78.47000000000003,26.980000000000018,0.0,0.0
imrp_20250725,2025-07-25,205,0,,price_day,205,2025-07-25,,,1471.24,1442.18,29.07,1.976,1442.18,1.976,1006.02,256.79,23.84,101.76,1089.9,279.58,0.0,101.76,0.0,0.0,79.858,65.01,97.29,9.906,0,80.16,2.9,83.88000000000011,22.789999999999964,-23.84,0.0
imrp_20250726,2025-07-26,206,0,,price_day,206,2025-07-26,,,1449.04,1424.54,24.51,1.691,1424.54,1.691,1002.75,256.55,15.76,100.23,1073.51,275.3,0.0,100.23,0.0,0.0,78.659,58.36,94.58,9.147,0,82.38,3.0,70.75999999999999,18.75,-15.76,0.0
imrp_20250727,2025-07-27,207,0,,price_day,207,2025-07-27,,,1421.62,1394.79,26.83,1.888,1394.79,1.888,960.54,248.19,16.71,98.08,1053.46,270.08,0.0,98.08,0.0,0.0,76.967,61.9,96.58,9.712,0,76.16,3.1,92.92000000000007,21.889999999999986,-16.71,0.0
imrp_20250728,2025-07-28,208,0,,price_day,29,2025-07-28,,,1508.48,1472.7,35.78,2.372,1472.7,2.372,1028.95,258.28,0.0,103.81,1117.76,286.91,0.0,103.81,0.0,0.0,81.462,68.7,102.17,9.351,0,72.2,3.9,88.80999999999995,28.630000000000052,0.0,0.0
imrp_20250729,2025-07-29,209,0,,price_day,209,2025-07-29,,,1552.47,1514.68,37.79,2.434,1514.68,2.434,1058.21,264.98,0.0,106.48,1150.5,295.48,0.0,106.48,0.0,0.0,83.56,68.76,108.74,10.97,0,75.23,3.4,92.28999999999996,30.5,0.0,0.0
imrp_20250730,2025-07-30,210,0,,price_day,210,2025-07-30,,,1560.35,1524.21,36.13,2.316,1524.21,2.316,1060.47,265.87,0.0,107.33,1156.11,296.9,0.0,107.33,0.0,0.0,84.23,70.28,107.64,9.801,0,74.743,2.9,95.63999999999987,31.029999999999973,0.0,0.0
imrp_20250731,2025-07-31,211,0,,price_day,211,2025-07-31,,,1520.96,1487.91,33.05,2.173,1487.91,2.173,1021.72,261.1,25.0,105.08,1126.63,289.26,0.0,105.08,0.0,0.0,82.46,68.05,100.04,9.508,0,75.317,3.5,104.91000000000008,28.159999999999968,-25.0,0.0
imrp_20250801,2025-08-01,212,0,,price_day,212,2025-08-01,,,1399.74,1351.97,47.77,3.412,1351.97,3.412,947.13,237.18,18.02,96.75,1037.14,265.85,0.0,96.75,0.0,0.0,75.927,49.1,97.73,14.641,0,77.643,3.8,90.0100000000001,28.670000000000016,-18.02,0.0
imrp_20250802,2025-08-02,213,0,,price_day,213,2025-08-02,,,1439.29,1403.43,35.86,2.491,1403.43,2.491,981.41,246.43,0.0,98.83,1066.8,273.66,0.0,98.83,0.0,0.0,77.557,67.3,101.51,10.459,0,70.37,3.8,85.38999999999999,27.230000000000018,0.0,0.0
imrp_20250803,2025-08-03,214,0,,price_day,214,2025-08-03,,,1023.33,948.14,75.19,7.348,948.14,7.348,666.44,155.08,3.3,69.4,760.41,193.52,0.0,69.4,0.0,0.0,54.461,8.78,98.92,28.804,0,78.997,3.0,93.96999999999991,38.44,-3.3,0.0
imrp_20250804,2025-08-04,215,0,,price_day,30,2025-08-04,,,804.17,676.22,127.95,15.911,676.22,15.911,495.72,111.05,1.84,58.81,594.7,150.67,0.0,58.81,0.0,0.0,46.153,4.75,81.4,26.474,0,7.083,3.7,98.98000000000002,39.61999999999999,-1.84,0.0
imrp_20250805,2025-08-05,216,8,0.0,price_day,216,2025-08-05,8.0,0.0,408.5,343.75,64.75,15.851,343.75,15.851,224.42,46.05,0.43,25.07,305.71,77.72,0.0,25.07,0.0,0.0,19.675,0.0,76.84,27.007,0,39.083,5.1,81.28999999999999,31.67,-0.43,0.0
imrp_20250806,2025-08-06,217,0,,price_day,217,2025-08-06,,,1319.27,1256.36,62.91,4.769,1256.36,4.769,886.95,219.14,0.0,88.91,978.67,251.69,0.0,88.91,0.0,0.0,69.772,34.58,100.94,19.61,0,50.903,3.0,91.71999999999991,32.55000000000001,0.0,0.0
imrp_20250807,2025-08-07,218,0,,price_day,218,2025-08-07,,,1027.87,929.41,98.46,9.579,929.41,9.579,612.96,145.83,16.55,69.06,764.08,194.74,0.0,69.06,0.0,0.0,54.195,8.8,101.83,28.646,0,70.49,5.7,151.12,48.91,-16.55,0.0
imrp_20250808,2025-08-08,219,0,,price_day,219,2025-08-08,,,1096.8,994.65,102.15,9.313,994.65,9.313,683.18,159.77,2.6,75.6,813.8,207.4,0.0,75.6,0.0,0.0,59.326,6.5,99.79,29.478,0,64.413,3.1,130.62,47.629999999999995,-2.6,0.0
imrp_20250809,2025-08-09,220,6,0.0,price_day,220,2025-08-09,6.0,0.0,764.19,682.13,82.06,10.739,682.13,10.739,475.0,106.75,0.0,51.01,569.24,143.95,0.0,51.01,0.0,0.0,40.028,0.0,93.16,34.507,0,77.45,5.8,94.24000000000001,37.19999999999999,0.0,0.0
imrp_20250810,2025-08-10,221,0,,price_day,221,2025-08-10,,,1423.46,1370.18,53.27,3.743,1370.18,3.743,937.43,236.03,17.27,98.83,1054.33,270.29,0.0,98.83,0.0,0.0,77.559,45.26,101.33,13.395,0,71.05,2.7,116.89999999999998,34.26000000000002,-17.27,0.0
imrp_20250811,2025-08-11,222,0,,price_day,222,2025-08-11,,,1589.53,1528.66,60.87,3.829,1528.66,3.829,1064.57,264.24,0.0,108.68,1178.31,302.54,0.0,108.68,0.0,0.0,85.291,69.2,131.37,16.75,0,75.487,2.6,113.74000000000001,38.30000000000001,0.0,0.0
imrp_20250812,2025-08-12,223,0,,price_day,31,2025-08-12,,,1588.48,1532.12,56.35,3.548,1532.12,3.548,1043.4,264.62,24.96,109.21,1177.18,302.08,0.0,109.21,0.0,0.0,85.705,68.04,126.17,16.496,0,81.477,3.1,133.77999999999997,37.45999999999998,-24.96,0.0
imrp_20250813,2025-08-13,224,0,,price_day,224,2025-08-13,,,1680.88,1607.87,73.01,4.343,1607.87,4.343,1101.64,278.76,25.82,115.37,1245.84,319.67,0.0,115.37,0.0,0.0,90.536,70.55,135.2,18.13,0,76.21,4.1,144.19999999999982,40.910000000000025,-25.82,0.0
imrp_20250814,2025-08-14,225,0,,price_day,225,2025-08-14,,,1643.96,1573.28,70.68,4.299,1573.28,4.299,1079.0,273.21,25.35,112.44,1218.72,312.79,0.0,112.44,0.0,0.0,88.24,68.98,133.1,18.946,0,75.4,3.3,139.72000000000003,39.58000000000004,-25.35,0.0
imrp_20250815,2025-08-15,226,0,,price_day,226,2025-08-15,,,1470.82,1440.74,30.08,2.045,1440.74,2.045,1003.52,256.82,0.0,101.58,1089.61,279.63,0.0,101.58,0.0,0.0,79.718,68.34,103.13,9.691,0,76.477,3.3,86.08999999999992,22.810000000000002,0.0,0.0
imrp_20250816,2025-08-16,227,0,,price_day,227,2025-08-16,,,1431.95,1404.59,27.36,1.911,1404.59,1.911,1004.54,251.13,0.0,98.63,1061.08,272.24,0.0,98.63,0.0,0.0,77.402,65.78,95.9,8.566,0,75.773,2.9,56.539999999999964,21.110000000000014,0.0,0.0
imrp_20250817,2025-08-17,228,0,,price_day,228,2025-08-17,,,1411.57,1377.1,34.47,2.442,1377.1,2.442,960.71,240.08,0.0,97.09,1046.15,268.33,0.0,97.09,0.0,0.0,76.19,64.01,102.65,11.106,0,71.263,2.8,85.44000000000005,28.24999999999997,0.0,0.0
imrp_20250818,2025-08-18,229,0,,price_day,229,2025-08-18,,,1577.23,1515.92,61.31,3.887,1515.92,3.887,1062.5,264.11,0.0,108.21,1168.86,300.16,0.0,108.21,0.0,0.0,84.919,70.47,125.81,15.275,0,73.073,2.9,106.3599999999999,36.05000000000001,0.0,0.0
imrp_20250819,2025-08-19,230,0,,price_day,32,2025-08-19,,,1438.8,1403.83,34.97,2.431,1403.83,2.431,958.52,246.07,23.95,99.81,1065.51,273.48,0.0,99.81,0.0,0.0,78.324,64.94,97.07,8.715,0,68.317,2.8,106.99000000000001,27.410000000000025,-23.95,0.0
imrp_20250820,2025-08-20,231,0,,price_day,231,2025-08-20,,,1447.79,1423.39,24.4,1.685,1423.39,1.685,991.38,249.7,0.0,99.86,1072.45,275.48,0.0,99.86,0.0,0.0,78.365,66.59,99.45,8.863,0,74.88,2.8,81.07000000000005,25.78000000000003,0.0,0.0
imrp_20250821,2025-08-21,232,0,,price_day,232,2025-08-21,,,1474.94,1450.56,24.38,1.653,1450.56,1.653,1017.8,259.25,0.0,101.98,1092.49,280.47,0.0,101.98,0.0,0.0,80.029,71.57,98.98,8.36,0,75.733,2.7,74.69000000000005,21.220000000000027,0.0,0.0
imrp_20250822,2025-08-22,233,0,,price_day,233,2025-08-22,,,1521.01,1496.66,24.35,1.601,1496.66,1.601,1050.73,267.78,0.0,104.96,1126.71,289.34,0.0,104.96,0.0,0.0,82.372,72.55,102.39,8.768,0,80.39,2.8,75.98000000000002,21.560000000000002,0.0,0.0
imrp_20250823,2025-08-23,234,0,,price_day,234,2025-08-23,,,1576.43,1554.4,22.03,1.397,1554.4,1.397,1112.76,279.26,0.0,108.27,1168.23,299.92,0.0,108.27,0.0,0.0,84.967,74.39,102.44,8.232,0,84.133,2.6,55.47000000000003,20.660000000000025,0.0,0.0
imrp_20250824,2025-08-24,235,0,,price_day,235,2025-08-24,,,1550.42,1523.28,27.13,1.75,1523.28,1.75,1069.68,267.75,0.0,106.9,1148.82,294.69,0.0,106.9,0.0,0.0,83.889,74.76,104.39,8.465,0,79.553,2.8,79.13999999999987,26.939999999999998,0.0,0.0
imrp_20250825,2025-08-25,236,0,,price_day,236,2025-08-25,,,1358.81,1268.21,90.6,6.668,1268.21,6.668,875.11,211.91,7.53,94.93,1006.57,257.32,0.0,94.93,0.0,0.0,74.493,19.08,104.23,24.123,0,70.397,3.1,131.46000000000004,45.41,-7.53,0.0
imrp_20250826,2025-08-26,237,0,,price_day,33,2025-08-26,,,1532.08,1480.69,51.39,3.354,1480.69,3.354,1009.03,256.06,23.17,105.63,1135.09,291.35,0.0,105.63,0.0,0.0,82.897,63.12,115.32,14.717,0,78.693,2.8,126.05999999999995,35.29000000000002,-23.17,0.0
imrp_20250827,2025-08-27,238,0,,price_day,238,2025-08-27,,,1544.08,1503.0,41.08,2.661,1503.0,2.661,1024.62,261.86,24.51,107.07,1143.53,293.48,0.0,107.07,0.0,0.0,84.022,66.99,104.02,11.13,0,74.057,2.9,118.91000000000008,31.620000000000005,-24.51,0.0
imrp_20250828,2025-08-28,239,0,,price_day,239,2025-08-28,,,1514.78,1472.66,42.12,2.78,1472.66,2.78,1006.4,253.7,25.25,105.3,1121.52,287.96,0.0,105.3,0.0,0.0,82.639,68.89,99.84,10.176,0,68.84,2.8,115.12,34.25999999999999,-25.25,0.0
imrp_20250829,2025-08-29,240,0,,price_day,240,2025-08-29,,,1520.01,1486.8,33.21,2.185,1486.8,2.185,1006.82,257.84,24.95,105.06,1125.73,289.22,0.0,105.06,0.0,0.0,82.448,67.59,100.84,10.865,0,75.93,2.9,118.90999999999997,31.380000000000052,-24.95,0.0
imrp_20250830,2025-08-30,241,0,,price_day,241,2025-08-30,,,1113.73,986.18,127.55,11.452,986.18,11.452,718.36,171.37,6.26,79.69,823.82,210.23,0.0,79.69,0.0,0.0,62.535,15.73,87.26,21.331,0,8.383,3.0,105.46000000000004,38.859999999999985,-6.26,0.0
imrp_20250831,2025-08-31,242,8,0.0,price_day,242,2025-08-31,8.0,0.0,347.21,266.98,80.22,23.106,266.98,23.106,189.14,38.56,1.49,21.37,259.83,66.0,0.0,21.37,0.0,0.0,16.773,0.0,66.01,22.335,0,13.86,4.3,70.69,27.439999999999998,-1.49,0.0
imrp_20250901,2025-09-01,243,0,,price_day,243,2025-09-01,,,960.36,868.48,91.88,9.568,868.48,9.568,587.12,135.15,9.43,62.5,714.53,183.33,0.0,62.5,0.0,0.0,49.049,8.09,101.83,31.94,0,67.557,3.1,127.40999999999997,48.18000000000001,-9.43,0.0
imrp_20250902,2025-09-02,244,0,,price_day,244,2025-09-02,,,1516.67,1480.44,36.24,2.389,1480.44,2.389,1009.71,258.72,25.63,104.86,1123.05,288.76,0.0,104.86,0.0,0.0,82.292,65.26,105.78,11.691,0,76.307,3.3,113.33999999999992,30.039999999999964,-25.63,0.0
imrp_20250903,2025-09-03,245,0,,price_day,34,2025-09-03,,,1404.76,1334.07,70.68,5.032,1334.07,5.032,922.21,231.72,23.54,97.72,1040.33,266.71,0.0,97.72,0.0,0.0,76.684,51.63,93.45,11.345,0,45.92,3.3,118.11999999999989,34.98999999999998,-23.54,0.0
imrp_20250904,2025-09-04,246,0,,price_day,246,2025-09-04,,,1452.81,1392.31,60.5,4.164,1392.31,4.164,951.21,240.5,24.2,99.26,1076.51,277.04,0.0,99.26,0.0,0.0,77.898,45.18,117.54,19.357,0,69.837,2.8,125.29999999999995,36.54000000000002,-24.2,0.0
imrp_20250905,2025-09-05,247,0,,price_day,247,2025-09-05,,,1550.93,1496.12,54.81,3.534,1496.12,3.534,1016.32,257.98,25.14,106.77,1149.15,295.02,0.0,106.77,0.0,0.0,83.788,67.16,121.9,16.118,0,81.77,2.7,132.83000000000004,37.039999999999964,-25.14,0.0
imrp_20250906,2025-09-06,248,2,0.0,price_day,248,2025-09-06,2.0,0.0,1063.18,891.88,171.3,16.112,891.88,16.112,662.2,150.55,2.7,76.3,786.71,200.17,0.0,76.3,0.0,0.0,59.881,1.31,86.46,28.316,0,0.107,3.5,124.50999999999999,49.619999999999976,-2.7,0.0
imrp_20250907,2025-09-07,249,15,0.0,price_day,249,2025-09-07,15.0,0.0,495.73,465.03,30.69,6.191,465.03,6.191,305.85,69.92,6.15,29.04,371.55,95.13,0.0,29.04,0.0,0.0,22.793,0.0,89.98,35.565,0,66.517,3.6,65.69999999999999,25.209999999999994,-6.15,0.0
