case_id,date,sample_order,negative_prices_clipped_27h,price_floor_gbp_per_mwh,param,level,price_scenario,negative_prices_clipped_27h_result,price_floor_gbp_per_mwh_result,base_cost_gbp,opt_cost_gbp,saving_gbp,saving_pct,opt_cost_ext_sum_gbp,saving_pct_ext_sum,opt_cost_it_gbp,opt_cost_cooling_gbp,opt_cost_ups_charge_gbp,opt_cost_other_gbp,base_cost_it_gbp,base_cost_cooling_gbp,base_cost_ups_charge_gbp,base_cost_other_gbp,nominal_max_ups_kw,nominal_max_tes_w,price_mean_gbp_per_mwh,price_min_gbp_per_mwh,price_max_gbp_per_mwh,price_std_gbp_per_mwh,negative_price_hours,extension_price_mean_gbp_per_mwh,runtime_s,saving_it_gbp,saving_cooling_gbp,saving_ups_charge_gbp,saving_other_gbp
imrp_20250315,2025-03-15,74,0,,price_day,74,2025-03-15,,,1736.42,1701.82,34.6,1.992,1701.82,1.992,1197.48,312.27,33.5,119.66,1286.76,329.99,0.0,119.66,0.0,0.0,93.907,82.71,126.14,10.324,0,97.153,2.3,89.27999999999997,17.720000000000027,-33.5,0.0
imrp_20250316,2025-03-16,75,0,,price_day,11,2025-03-16,,,1758.17,1705.79,52.38,2.979,1705.79,2.979,1211.43,309.96,21.77,120.98,1302.89,334.3,0.0,120.98,0.0,0.0,94.943,80.24,127.48,11.267,0,85.69,3.2,91.46000000000004,24.340000000000032,-21.77,0.0
imrp_20250317,2025-03-17,76,0,,price_day,76,2025-03-17,,,1810.45,1742.41,68.04,3.758,1742.41,3.758,1201.02,316.46,60.63,125.47,1340.77,344.21,0.0,125.47,0.0,0.0,98.46,80.95,138.78,16.137,0,87.213,2.3,139.75,27.75,-60.63,0.0
imrp_20250318,2025-03-18,77,0,,price_day,77,2025-03-18,,,1717.17,1656.41,60.76,3.539,1656.41,3.539,1137.6,293.8,51.03,119.41,1271.55,326.21,0.0,119.41,0.0,0.0,93.71,79.43,129.02,14.631,0,82.02,2.1,133.95000000000005,32.40999999999997,-51.03,0.0
imrp_20250319,2025-03-19,78,0,,price_day,78,2025-03-19,,,1855.59,1773.26,82.33,4.437,1773.26,4.437,1210.89,307.06,30.3,128.25,1374.41,352.93,0.0,128.25,0.0,0.0,100.643,81.48,153.54,19.686,0,88.557,2.2,163.51999999999998,45.870000000000005,-30.3,0.0
imrp_20250320,2025-03-20,79,0,,price_day,79,2025-03-20,,,1796.9,1728.47,68.44,3.809,1728.47,3.809,1189.25,302.8,29.45,125.08,1330.51,341.31,0.0,125.08,0.0,0.0,98.16,80.46,130.56,15.304,0,83.27,2.2,141.26,38.50999999999999,-29.45,0.0
imrp_20250321,2025-03-21,80,0,,price_day,80,2025-03-21,,,1135.61,941.9,193.71,17.058,941.9,17.058,683.78,152.77,4.06,80.7,841.12,213.78,0.0,80.7,0.0,0.0,63.333,10.86,106.17,32.059,0,17.223,2.4,157.34000000000003,61.00999999999999,-4.06,0.0
imrp_20250322,2025-03-22,81,0,,price_day,81,2025-03-22,,,1472.37,1440.02,32.36,2.198,1440.02,2.198,1020.39,256.91,28.13,95.81,1093.49,283.07,0.0,95.81,0.0,0.0,75.191,14.0,120.41,37.11,0,96.86,2.2,73.10000000000002,26.159999999999968,-28.13,0.0
imrp_20250323,2025-03-23,82,0,,price_day,12,2025-03-23,,,1801.16,1748.18,52.98,2.941,1748.18,2.941,1204.47,309.88,26.99,123.33,1335.42,342.41,0.0,123.33,0.0,0.0,96.783,73.39,124.21,12.347,0,86.65,3.5,130.95000000000005,32.53000000000003,-26.99,0.0
imrp_20250324,2025-03-24,83,0,,price_day,83,2025-03-24,,,1811.11,1723.4,87.71,4.843,1723.4,4.843,1181.85,297.82,26.23,126.03,1341.03,344.05,0.0,126.03,0.0,0.0,98.904,71.24,138.8,19.098,0,83.777,2.2,159.18000000000006,46.23000000000002,-26.23,0.0
imrp_20250325,2025-03-25,84,0,,price_day,84,2025-03-25,,,1778.47,1729.84,48.63,2.734,1729.84,2.734,1210.25,303.03,0.0,122.85,1317.48,338.14,0.0,122.85,0.0,0.0,96.404,80.16,133.61,13.009,0,85.86,2.2,107.23000000000002,35.110000000000014,0.0,0.0
imrp_20250326,2025-03-26,85,0,,price_day,85,2025-03-26,,,1717.5,1659.24,58.26,3.392,1659.24,3.392,1130.65,293.44,51.41,119.32,1271.97,326.22,0.0,119.32,0.0,0.0,93.635,78.36,126.82,14.504,0,85.373,2.2,141.31999999999994,32.78000000000003,-51.41,0.0
imrp_20250327,2025-03-27,86,0,,price_day,86,2025-03-27,,,1612.48,1512.06,100.42,6.228,1512.06,6.228,1048.46,258.57,20.72,112.62,1193.9,305.95,0.0,112.62,0.0,0.0,88.381,55.89,123.49,16.929,0,60.247,2.1,145.44000000000005,47.379999999999995,-20.72,0.0
imrp_20250328,2025-03-28,87,0,,price_day,87,2025-03-28,,,1317.67,1233.63,84.04,6.378,1233.63,6.378,848.35,210.66,30.81,89.94,977.5,250.23,0.0,89.94,0.0,0.0,70.578,23.98,118.67,26.4,0,83.74,2.2,129.14999999999998,39.56999999999999,-30.81,0.0
imrp_20250329,2025-03-29,88,0,,price_day,88,2025-03-29,,,1202.79,1023.67,179.12,14.892,1023.67,14.892,753.49,172.17,3.38,86.22,889.81,226.76,0.0,86.22,0.0,0.0,67.665,8.66,100.86,29.259,0,6.8,2.1,136.31999999999994,54.59,-3.38,0.0
imrp_20250331,2025-03-31,89,0,,price_day,89,2025-03-31,,,1764.2,1683.66,80.54,4.565,1683.66,4.565,1152.39,289.73,25.76,122.07,1306.88,335.24,0.0,122.07,0.0,0.0,95.799,70.06,128.25,18.326,0,84.3,2.1,154.49,45.50999999999999,-25.76,0.0
imrp_20250401,2025-04-01,90,0,,price_day,13,2025-04-01,,,1636.45,1519.8,116.65,7.128,1519.8,7.128,1055.7,260.12,21.58,114.24,1211.76,310.45,0.0,114.24,0.0,0.0,89.653,58.48,126.99,19.276,0,55.87,3.2,156.05999999999995,50.329999999999984,-21.58,0.0
imrp_20250402,2025-04-02,91,0,,price_day,91,2025-04-02,,,1372.62,1239.72,132.9,9.682,1239.72,9.682,865.44,206.33,11.5,95.33,1016.66,260.64,0.0,95.33,0.0,0.0,74.812,31.41,116.08,26.731,0,52.233,2.2,151.2199999999999,54.309999999999974,-11.5,0.0
imrp_20250403,2025-04-03,92,0,,price_day,92,2025-04-03,,,1280.04,1144.93,135.11,10.555,1144.93,10.555,789.21,178.94,1.46,89.01,948.57,242.47,0.0,89.01,0.0,0.0,69.85,3.65,119.58,36.636,0,79.15,2.1,159.36,63.53,-1.46,0.0
imrp_20250404,2025-04-04,93,0,,price_day,93,2025-04-04,,,1363.5,1231.02,132.48,9.716,1231.02,9.716,852.72,194.46,3.14,95.84,1009.92,257.75,0.0,95.84,0.0,0.0,75.209,8.02,115.24,32.298,0,70.073,2.2,157.19999999999993,63.28999999999999,-3.14,0.0
imrp_20250405,2025-04-05,94,4,0.0,price_day,94,2025-04-05,4.0,0.0,1045.46,928.11,117.35,11.225,928.11,11.225,638.11,143.97,0.0,72.0,776.22,197.24,0.0,72.0,0.0,0.0,56.502,0.0,109.32,34.511,0,60.32,8.3,138.11,53.27000000000001,0.0,0.0
imrp_20250406,2025-04-06,95,0,,price_day,95,2025-04-06,,,1247.97,1162.35,85.62,6.861,1162.35,6.861,804.52,198.87,28.05,84.99,925.91,237.06,0.0,84.99,0.0,0.0,66.699,24.72,109.76,24.933,0,71.823,2.1,121.38999999999999,38.19,-28.05,0.0
imrp_20250407,2025-04-07,96,0,,price_day,96,2025-04-07,,,1634.2,1536.9,97.3,5.954,1536.9,5.954,1056.77,264.46,23.63,113.53,1210.2,310.47,0.0,113.53,0.0,0.0,89.093,63.79,131.53,20.771,0,71.327,2.2,153.43000000000006,46.01000000000005,-23.63,0.0
imrp_20250408,2025-04-08,97,0,,price_day,14,2025-04-08,,,1562.2,1484.32,77.88,4.985,1484.32,4.985,1011.97,255.08,24.7,108.34,1157.04,296.82,0.0,108.34,0.0,0.0,85.024,67.32,125.13,18.66,0,75.72,3.4,145.06999999999994,41.73999999999998,-24.7,0.0
imrp_20250409,2025-04-09,98,0,,price_day,98,2025-04-09,,,1548.51,1486.15,62.37,4.028,1486.15,4.028,1012.67,252.88,25.23,107.92,1146.52,294.08,0.0,107.92,0.0,0.0,84.688,68.95,120.71,15.048,0,72.807,5.1,133.85000000000002,41.19999999999999,-25.23,0.0
imrp_20250410,2025-04-10,99,0,,price_day,99,2025-04-10,,,1522.0,1466.54,55.45,3.644,1466.54,3.644,1001.51,254.45,23.41,105.95,1126.81,289.25,0.0,105.95,0.0,0.0,83.141,63.66,109.09,13.072,0,71.783,2.2,125.29999999999995,34.80000000000001,-23.41,0.0
imrp_20250411,2025-04-11,100,0,,price_day,100,2025-04-11,,,1504.58,1464.07,40.51,2.693,1464.07,2.693,1022.75,260.95,23.16,103.8,1114.7,286.08,0.0,103.8,0.0,0.0,81.455,63.03,108.3,13.388,0,83.487,2.1,91.95000000000005,25.129999999999995,-23.16,0.0
imrp_20250412,2025-04-12,101,0,,price_day,101,2025-04-12,,,1399.27,1333.99,65.28,4.665,1333.99,4.665,944.41,226.79,11.14,97.5,1036.68,265.08,0.0,97.5,0.0,0.0,76.517,29.18,99.63,18.51,0,77.937,2.2,92.2700000000001,38.28999999999999,-11.14,0.0
imrp_20250413,2025-04-13,102,0,,price_day,102,2025-04-13,,,1333.75,1266.44,67.32,5.047,1266.44,5.047,862.03,215.26,13.94,89.75,990.43,253.57,0.0,89.75,0.0,0.0,70.434,37.37,100.96,16.84,0,70.373,2.1,128.39999999999998,38.31,-13.94,0.0
imrp_20250414,2025-04-14,103,0,,price_day,103,2025-04-14,,,1486.64,1415.26,71.39,4.802,1415.26,4.802,972.7,249.83,30.46,103.3,1100.91,282.43,0.0,103.3,0.0,0.0,81.062,64.99,115.05,16.128,0,73.337,2.2,128.21000000000004,32.599999999999994,-30.46,0.0
imrp_20250415,2025-04-15,104,0,,price_day,15,2025-04-15,,,1548.41,1490.02,58.39,3.771,1490.02,3.771,1008.38,263.03,43.83,107.26,1146.9,294.26,0.0,107.26,0.0,0.0,84.171,65.89,104.64,10.901,0,65.593,3.0,138.5200000000001,31.230000000000018,-43.83,0.0
imrp_20250416,2025-04-16,105,0,,price_day,105,2025-04-16,,,1238.69,1134.14,104.55,8.441,1134.14,8.441,757.82,187.18,25.42,84.06,919.75,234.89,0.0,84.06,0.0,0.0,65.967,28.34,109.29,23.051,0,71.72,2.0,161.92999999999995,47.70999999999998,-25.42,0.0
imrp_20250417,2025-04-17,106,0,,price_day,106,2025-04-17,,,1554.94,1514.78,40.16,2.583,1514.78,2.583,1053.51,261.05,24.96,107.6,1151.6,295.73,0.0,107.6,0.0,0.0,84.443,68.03,108.39,13.253,0,83.987,2.1,98.08999999999992,34.68000000000001,-24.96,0.0
imrp_20250418,2025-04-18,107,0,,price_day,107,2025-04-18,,,1458.66,1393.23,65.43,4.486,1393.23,4.486,956.85,238.05,19.06,101.77,1080.1,276.79,0.0,101.77,0.0,0.0,79.867,50.82,99.31,12.432,0,60.977,2.2,123.24999999999989,38.74000000000001,-19.06,0.0
imrp_20250419,2025-04-19,108,0,,price_day,108,2025-04-19,,,1325.29,1276.6,48.69,3.674,1276.6,3.674,875.78,217.71,15.74,89.9,983.21,252.18,0.0,89.9,0.0,0.0,70.552,40.29,101.95,16.34,0,77.33,2.1,107.43000000000006,34.47,-15.74,0.0
imrp_20250420,2025-04-20,109,0,,price_day,109,2025-04-20,,,1552.18,1524.43,27.75,1.788,1524.43,1.788,1070.18,272.45,0.0,106.87,1149.96,295.35,0.0,106.87,0.0,0.0,83.869,74.69,107.48,9.179,0,81.543,2.0,79.77999999999997,22.900000000000034,0.0,0.0
imrp_20250421,2025-04-21,110,0,,price_day,110,2025-04-21,,,1609.45,1573.34,36.11,2.244,1573.34,2.244,1098.61,275.74,0.0,110.95,1192.4,306.1,0.0,110.95,0.0,0.0,87.069,73.94,110.39,9.258,0,79.177,2.1,93.79000000000019,30.360000000000014,0.0,0.0
imrp_20250422,2025-04-22,111,0,,price_day,111,2025-04-22,,,1630.1,1558.73,71.37,4.378,1558.73,4.378,1067.6,266.6,25.25,113.45,1206.95,309.7,0.0,113.45,0.0,0.0,89.027,68.21,121.04,15.878,0,73.943,2.1,139.35000000000014,43.099999999999966,-25.25,0.0
imrp_20250423,2025-04-23,112,0,,price_day,16,2025-04-23,,,1625.31,1564.43,60.88,3.746,1564.43,3.746,1070.28,273.38,27.08,112.24,1203.81,309.26,0.0,112.24,0.0,0.0,88.081,72.21,119.07,14.302,0,73.33,2.9,133.52999999999997,35.879999999999995,-27.08,0.0
imrp_20250424,2025-04-24,113,0,,price_day,113,2025-04-24,,,1545.82,1495.19,50.63,3.275,1495.19,3.275,1020.81,260.12,25.79,107.13,1144.74,293.95,0.0,107.13,0.0,0.0,84.068,70.38,107.5,12.518,0,71.477,2.3,123.93000000000006,33.829999999999984,-25.79,0.0
imrp_20250425,2025-04-25,114,0,,price_day,114,2025-04-25,,,1496.59,1455.84,40.75,2.723,1455.84,2.723,991.21,253.61,24.92,103.86,1108.18,284.56,0.0,103.86,0.0,0.0,81.504,67.93,103.85,11.48,0,74.43,2.1,116.97000000000003,30.94999999999999,-24.92,0.0
imrp_20250426,2025-04-26,115,0,,price_day,115,2025-04-26,,,1473.42,1441.0,32.42,2.2,1441.0,2.2,990.52,253.63,25.39,101.61,1091.59,280.22,0.0,101.61,0.0,0.0,79.74,69.17,97.6,8.88,0,74.22,2.1,101.06999999999994,26.590000000000032,-25.39,0.0
imrp_20250427,2025-04-27,116,0,,price_day,116,2025-04-27,,,969.86,868.69,101.17,10.431,868.69,10.431,589.51,134.65,0.88,66.5,720.33,183.02,0.0,66.5,0.0,0.0,52.185,2.23,99.53,30.919,0,65.58,2.2,130.82000000000005,48.370000000000005,-0.88,0.0
imrp_20250428,2025-04-28,117,0,,price_day,117,2025-04-28,,,1453.2,1390.26,62.94,4.331,1390.26,4.331,943.52,236.75,21.8,100.51,1076.38,276.3,0.0,100.51,0.0,0.0,78.879,59.27,111.33,16.603,0,72.347,2.1,132.86000000000013,39.55000000000001,-21.8,0.0
imrp_20250429,2025-04-29,118,0,,price_day,118,2025-04-29,,,1457.6,1404.08,53.51,3.671,1404.08,3.671,957.33,242.49,22.32,101.33,1079.36,276.9,0.0,101.33,0.0,0.0,79.522,60.75,106.61,13.595,0,71.13,2.3,122.02999999999986,34.40999999999997,-22.32,0.0
imrp_20250430,2025-04-30,119,0,,price_day,17,2025-04-30,,,1454.66,1407.97,46.69,3.21,1407.97,3.21,958.84,243.56,22.5,101.1,1077.21,276.36,0.0,101.1,0.0,0.0,79.336,60.87,105.03,12.777,0,73.907,2.9,118.37,32.80000000000001,-22.5,0.0
imrp_20250501,2025-05-01,120,0,,price_day,120,2025-05-01,,,1421.9,1372.61,49.29,3.467,1372.61,3.467,933.42,237.18,21.13,98.63,1053.17,270.1,0.0,98.63,0.0,0.0,77.399,57.6,101.29,11.492,0,68.81,2.2,119.75000000000011,32.920000000000016,-21.13,0.0
imrp_20250502,2025-05-02,121,0,,price_day,121,2025-05-02,,,1409.17,1368.69,40.48,2.873,1368.69,2.873,957.18,245.65,22.04,97.17,1044.11,267.9,0.0,97.17,0.0,0.0,76.255,58.49,99.47,11.828,0,76.74,2.1,86.92999999999995,22.24999999999997,-22.04,0.0
imrp_20250503,2025-05-03,122,0,,price_day,122,2025-05-03,,,923.17,807.2,115.96,12.562,807.2,12.562,567.3,126.05,1.01,65.94,683.71,173.51,0.0,65.94,0.0,0.0,51.745,2.34,78.88,29.469,0,36.643,2.0,116.41000000000008,47.459999999999994,-1.01,0.0
imrp_20250504,2025-05-04,123,0,,price_day,123,2025-05-04,,,759.75,696.87,62.88,8.276,696.87,8.276,465.83,106.51,2.23,48.23,566.85,144.68,0.0,48.23,0.0,0.0,37.845,6.03,96.04,33.146,0,67.23,2.2,101.02000000000004,38.17,-2.23,0.0
imrp_20250505,2025-05-05,124,0,,price_day,124,2025-05-05,,,1446.12,1416.51,29.61,2.048,1416.51,2.048,971.62,247.77,17.5,99.86,1071.12,275.14,0.0,99.86,0.0,0.0,78.368,64.81,99.98,9.632,0,71.767,2.0,99.49999999999989,27.369999999999976,-17.5,0.0
imrp_20250506,2025-05-06,125,0,,price_day,125,2025-05-06,,,1523.69,1470.44,53.25,3.495,1470.44,3.495,1004.65,255.13,22.81,105.56,1128.43,289.7,0.0,105.56,0.0,0.0,82.84,61.68,110.6,13.483,0,73.89,2.0,123.78000000000009,34.56999999999999,-22.81,0.0
imrp_20250507,2025-05-07,126,0,,price_day,126,2025-05-07,,,1552.51,1500.14,52.37,3.374,1500.14,3.374,1022.58,260.98,25.79,108.01,1149.41,295.08,0.0,108.01,0.0,0.0,84.765,70.28,113.68,13.281,0,74.46,2.2,126.83000000000004,34.099999999999966,-25.79,0.0
imrp_20250508,2025-05-08,127,0,,price_day,18,2025-05-08,,,1571.33,1519.57,51.76,3.294,1519.57,3.294,1035.67,263.55,24.72,109.24,1163.39,298.71,0.0,109.24,0.0,0.0,85.723,67.44,113.87,13.745,0,77.65,3.1,127.72000000000003,35.15999999999997,-24.72,0.0
imrp_20250509,2025-05-09,128,0,,price_day,128,2025-05-09,,,1541.01,1499.83,41.18,2.672,1499.83,2.672,1025.23,265.33,24.84,107.61,1140.79,292.61,0.0,107.61,0.0,0.0,84.448,67.46,112.43,12.678,0,81.55,2.2,115.55999999999995,27.28000000000003,-24.84,0.0
imrp_20250510,2025-05-10,129,0,,price_day,129,2025-05-10,,,1237.79,1142.02,95.77,7.737,1142.02,7.737,787.88,186.49,3.91,86.79,917.19,233.81,0.0,86.79,0.0,0.0,68.11,10.48,105.41,28.886,0,70.447,1.9,129.31000000000006,47.31999999999999,-3.91,0.0
imrp_20250511,2025-05-11,130,0,,price_day,130,2025-05-11,,,977.57,878.06,99.5,10.178,878.06,10.178,598.17,137.73,1.35,66.42,726.41,184.74,0.0,66.42,0.0,0.0,52.123,3.47,98.26,29.817,0,61.853,1.8,128.24,47.01000000000002,-1.35,0.0
imrp_20250512,2025-05-12,131,0,,price_day,131,2025-05-12,,,1458.25,1408.94,49.31,3.382,1408.94,3.382,963.11,244.73,22.01,100.78,1079.96,277.51,0.0,100.78,0.0,0.0,79.085,59.51,100.19,13.652,0,70.61,2.2,116.85000000000002,32.78,-22.01,0.0
imrp_20250513,2025-05-13,132,0,,price_day,132,2025-05-13,,,1503.15,1455.55,47.6,3.167,1455.55,3.167,991.95,253.34,24.52,104.31,1113.05,285.79,0.0,104.31,0.0,0.0,81.862,66.82,108.45,13.216,0,74.757,2.1,121.09999999999991,32.45000000000002,-24.52,0.0
imrp_20250514,2025-05-14,133,0,,price_day,133,2025-05-14,,,1435.22,1380.01,55.21,3.847,1380.01,3.847,941.14,235.11,21.98,99.88,1062.76,272.57,0.0,99.88,0.0,0.0,78.382,59.93,100.75,12.187,0,65.273,2.1,121.62,37.45999999999998,-21.98,0.0
imrp_20250515,2025-05-15,134,0,,price_day,19,2025-05-15,,,1485.32,1446.42,38.9,2.619,1446.42,2.619,983.5,251.38,24.28,102.12,1100.46,282.74,0.0,102.12,0.0,0.0,80.142,62.48,101.74,12.046,0,73.7,2.8,116.96000000000004,31.360000000000014,-24.28,0.0
imrp_20250516,2025-05-16,135,0,,price_day,135,2025-05-16,,,1365.68,1316.17,49.52,3.626,1316.17,3.626,924.98,233.21,16.09,94.9,1011.62,259.16,0.0,94.9,0.0,0.0,74.474,43.77,96.21,14.436,0,77.75,2.2,86.63999999999999,25.950000000000017,-16.09,0.0
imrp_20250517,2025-05-17,136,0,,price_day,136,2025-05-17,,,1331.88,1273.33,58.54,4.396,1273.33,4.396,895.88,222.71,10.98,92.44,986.98,252.46,0.0,92.44,0.0,0.0,72.541,28.99,97.36,18.613,0,81.867,2.1,91.10000000000002,29.75,-10.98,0.0
imrp_20250518,2025-05-18,137,0,,price_day,137,2025-05-18,,,1414.98,1368.63,46.36,3.276,1368.63,3.276,941.74,239.51,16.23,98.15,1048.33,268.5,0.0,98.15,0.0,0.0,77.021,44.03,100.36,14.375,0,77.147,2.2,106.58999999999992,28.99000000000001,-16.23,0.0
imrp_20250519,2025-05-19,138,0,,price_day,138,2025-05-19,,,1571.71,1522.17,49.53,3.152,1522.17,3.152,1035.67,263.73,25.21,109.09,1163.88,298.74,0.0,109.09,0.0,0.0,85.609,68.86,114.05,13.18,0,77.943,2.3,128.21000000000004,35.00999999999999,-25.21,0.0
imrp_20250520,2025-05-20,139,0,,price_day,139,2025-05-20,,,1578.43,1537.86,40.57,2.57,1537.86,2.57,1044.93,267.01,26.24,108.97,1169.63,299.83,0.0,108.97,0.0,0.0,85.512,71.45,115.7,13.277,0,83.193,2.2,124.70000000000005,32.81999999999999,-26.24,0.0
imrp_20250521,2025-05-21,140,0,,price_day,140,2025-05-21,,,1571.58,1523.52,48.05,3.058,1523.52,3.058,1038.17,264.62,23.61,108.77,1164.28,298.53,0.0,108.77,0.0,0.0,85.354,63.92,105.64,11.607,0,76.933,2.3,126.1099999999999,33.90999999999997,-23.61,0.0
imrp_20250522,2025-05-22,141,0,,price_day,20,2025-05-22,,,1595.38,1558.62,36.77,2.305,1558.62,2.305,1068.81,272.92,26.29,109.96,1182.0,303.43,0.0,109.96,0.0,0.0,86.292,69.97,107.42,11.501,0,82.147,2.9,113.19000000000005,30.50999999999999,-26.29,0.0
imrp_20250523,2025-05-23,142,0,,price_day,142,2025-05-23,,,1626.9,1588.3,38.59,2.372,1588.3,2.372,1110.09,279.3,0.0,112.44,1205.18,309.28,0.0,112.44,0.0,0.0,88.237,73.85,109.7,10.001,0,79.083,2.8,95.09000000000015,29.97999999999996,0.0,0.0
imrp_20250524,2025-05-24,143,2,0.0,price_day,143,2025-05-24,2.0,0.0,1139.71,976.08,163.63,14.357,976.08,14.357,717.58,169.3,10.59,78.47,845.74,215.49,0.0,78.47,0.0,0.0,61.582,15.06,100.42,23.331,0,0.113,2.9,128.15999999999997,46.19,-10.59,0.0
imrp_20250525,2025-05-25,144,16,0.0,price_day,144,2025-05-25,16.0,0.0,239.4,176.92,62.49,26.101,176.92,26.101,131.94,26.14,0.0,13.91,179.76,45.74,0.0,13.91,0.0,0.0,10.913,0.0,55.89,19.874,0,4.213,3.8,47.81999999999999,19.6,0.0,0.0
imrp_20250526,2025-05-26,145,5,0.0,price_day,145,2025-05-26,5.0,0.0,546.82,435.01,111.81,20.447,435.01,20.447,311.89,65.44,0.96,33.7,408.71,104.4,0.0,33.7,0.0,0.0,26.45,0.0,91.21,32.18,0,18.937,2.9,96.82,38.96000000000001,-0.96,0.0
imrp_20250527,2025-05-27,146,0,,price_day,146,2025-05-27,,,1209.41,1135.03,74.39,6.151,1135.03,6.151,783.36,194.33,16.5,78.86,899.05,231.5,0.0,78.86,0.0,0.0,61.886,15.0,110.57,30.362,0,50.797,2.3,115.68999999999994,37.16999999999999,-16.5,0.0
imrp_20250528,2025-05-28,147,0,,price_day,147,2025-05-28,,,1492.32,1446.77,45.55,3.053,1446.77,3.053,967.16,248.06,36.79,101.58,1106.32,284.42,0.0,101.58,0.0,0.0,79.716,42.41,111.37,19.865,0,83.74,2.2,139.15999999999997,36.360000000000014,-36.79,0.0
imrp_20250529,2025-05-29,148,0,,price_day,148,2025-05-29,,,846.36,716.28,130.08,15.369,716.28,15.369,508.1,109.37,0.11,60.23,627.46,158.67,0.0,60.23,0.0,0.0,47.266,0.2,84.13,29.451,0,29.973,2.2,119.36000000000001,49.29999999999998,-0.11,0.0
imrp_20250530,2025-05-30,149,0,,price_day,21,2025-05-30,,,1177.98,1144.35,33.63,2.855,1144.35,2.855,784.49,191.52,0.0,77.12,875.47,225.39,0.0,77.12,0.0,0.0,60.518,25.12,111.59,27.956,0,81.96,2.6,90.98000000000002,33.869999999999976,0.0,0.0
imrp_20250531,2025-05-31,150,4,0.0,price_day,150,2025-05-31,4.0,0.0,1047.96,932.93,115.03,10.977,932.93,10.977,647.14,147.29,0.0,73.9,776.87,197.19,0.0,73.9,0.0,0.0,57.99,0.0,95.44,34.35,0,55.163,3.3,129.73000000000002,49.900000000000006,0.0,0.0
imrp_20250601,2025-06-01,151,9,0.0,price_day,151,2025-06-01,9.0,0.0,544.68,453.4,91.28,16.759,453.4,16.759,300.56,65.39,4.86,35.44,407.01,102.23,0.0,35.44,0.0,0.0,27.813,0.0,78.28,28.898,0,50.167,4.1,106.44999999999999,36.84,-4.86,0.0
imrp_20250602,2025-06-02,152,0,,price_day,152,2025-06-02,,,1218.04,1074.61,143.43,11.776,1074.61,11.776,779.76,187.8,11.67,85.06,901.77,231.21,0.0,85.06,0.0,0.0,66.75,29.13,95.72,20.095,0,8.207,2.1,122.00999999999999,43.41,-11.67,0.0
imrp_20250603,2025-06-03,153,5,0.0,price_day,153,2025-06-03,5.0,0.0,583.19,494.72,88.47,15.169,494.72,15.169,327.08,67.32,1.48,36.69,435.49,111.01,0.0,36.69,0.0,0.0,28.791,0.0,90.56,32.308,0,50.693,4.1,108.41000000000003,43.69000000000001,-1.48,0.0
imrp_20250604,2025-06-04,154,0,,price_day,154,2025-06-04,,,1076.17,971.4,104.77,9.735,971.4,9.735,662.06,153.77,5.12,73.1,799.1,203.97,0.0,73.1,0.0,0.0,57.365,13.84,103.31,28.646,0,63.257,2.3,137.04000000000008,50.19999999999999,-5.12,0.0
imrp_20250605,2025-06-05,155,0,,price_day,155,2025-06-05,,,1381.17,1304.27,76.9,5.568,1304.27,5.568,896.22,222.14,14.73,94.78,1023.97,262.42,0.0,94.78,0.0,0.0,74.375,39.22,103.07,18.104,0,62.85,7.8,127.75,40.28000000000003,-14.73,0.0
imrp_20250606,2025-06-06,156,0,,price_day,22,2025-06-06,,,1392.35,1325.13,67.22,4.828,1325.13,4.828,904.82,222.2,35.53,94.95,1032.72,264.68,0.0,94.95,0.0,0.0,74.515,47.26,103.36,19.991,0,80.273,3.4,127.89999999999998,42.48000000000002,-35.53,0.0
imrp_20250607,2025-06-07,157,0,,price_day,157,2025-06-07,,,1539.65,1468.94,70.71,4.593,1468.94,4.593,1012.33,254.11,23.12,106.51,1140.83,292.32,0.0,106.51,0.0,0.0,83.581,62.9,103.41,10.872,0,57.21,2.4,128.4999999999999,38.20999999999998,-23.12,0.0
imrp_20250608,2025-06-08,158,1,0.0,price_day,158,2025-06-08,1.0,0.0,928.8,820.14,108.65,11.698,820.14,11.698,556.92,126.76,0.11,59.63,692.95,176.22,0.0,59.63,0.0,0.0,46.797,0.0,108.02,36.312,0,62.503,2.4,136.0300000000001,49.459999999999994,-0.11,0.0
imrp_20250609,2025-06-09,159,0,,price_day,159,2025-06-09,,,1538.97,1475.15,63.82,4.147,1475.15,4.147,1035.44,257.25,0.0,104.92,1141.11,292.93,0.0,104.92,0.0,0.0,82.337,56.76,113.63,15.611,0,63.66,2.2,105.66999999999985,35.68000000000001,0.0,0.0
imrp_20250610,2025-06-10,160,0,,price_day,160,2025-06-10,,,1508.35,1466.86,41.49,2.751,1466.86,2.751,997.4,253.07,18.47,101.96,1118.97,287.42,0.0,101.96,0.0,0.0,80.013,50.23,111.79,16.454,0,80.16,2.1,121.57000000000005,34.35000000000002,-18.47,0.0
imrp_20250611,2025-06-11,161,0,,price_day,161,2025-06-11,,,1469.05,1393.94,75.11,5.113,1393.94,5.113,961.15,239.62,20.15,102.15,1088.27,278.62,0.0,102.15,0.0,0.0,80.165,53.7,103.2,11.853,0,55.513,2.0,127.12,39.0,-20.15,0.0
