Time_Slot_EXT,P_IT_Total_kW,P_Grid_IT_kW,P_Chiller_HVAC_kW,P_Chiller_TES_kW,P_Grid_Cooling_kW,P_Grid_Other_kW,P_UPS_Charge_kW,P_UPS_Discharge_kW,E_UPS_kWh,T_IT_Celsius,T_Rack_Celsius,T_ColdAisle_Celsius,T_HotAisle_Celsius,E_TES_kWh,Q_Cool_Total_Watts,Q_Charge_TES_Watts,Q_Discharge_TES_Watts,P_IT_Nominal,Price_GBP_per_MWh,Optimized_Cost,Nominal_Cost
210,733.3440,733.3440,122.2240,0.0000,122.2240,73.3344,0.0000,0.0000,600.0000,28.5000,26,20,27,150.0000,733344.0000,0.0000,0.0000,733.3440,140,1882.4612,1882.4612
211,741.6770,741.6770,123.6128,0.0000,123.6128,74.1677,0.0000,0.0000,600.0000,28.5000,26,20,27,150.0000,741677.0000,0.0000,0.0000,741.6770,140,1882.4612,1882.4612
212,741.6770,741.6770,123.6128,0.0000,123.6128,74.1677,0.0000,0.0000,600.0000,28.5000,26,20,27,150.0000,741677.0000,0.0000,0.0000,741.6770,140,1882.4612,1882.4612
213,741.6770,741.6770,123.6128,0.0000,123.6128,74.1677,0.0000,0.0000,600.0000,28.5000,26,20,27,150.0000,741677.0000,0.0000,0.0000,741.6770,140,1882.4612,1882.4612
214,741.6770,741.6770,123.6128,0.0000,123.6128,74.1677,0.0000,0.0000,600.0000,28.5000,26,20,27,150.0000,741677.0000,0.0000,0.0000,741.6770,140,1882.4612,1882.4612
215,741.6770,741.6770,123.6128,0.0000,123.6128,74.1677,0.0000,0.0000,600.0000,28.5000,26,20,27,150.0000,741677.0000,0.0000,0.0000,741.6770,140,1882.4612,1882.4612
216,741.6770,741.6770,123.6128,0.0000,123.6128,74.1677,0.0000,0.0000,600.0000,28.5000,26,20,27,150.0000,741677.0000,0.0000,0.0000,741.6770,140,1882.4612,1882.4612
217,758.3430,758.3430,126.3905,0.0000,126.3905,75.8343,0.0000,0.0000,600.0000,28.5000,26,20,27,150.0000,758343.0000,0.0000,0.0000,758.3430,135,1882.4612,1882.4612
218,758.3430,758.3430,126.3905,0.0000,126.3905,75.8343,0.0000,0.0000,600.0000,28.5000,26,20,27,150.0000,758343.0000,0.0000,0.0000,758.3430,135,1882.4612,1882.4612
219,758.3430,758.3430,126.3905,0.0000,126.3905,75.8343,0.0000,0.0000,600.0000,28.5000,26,20,27,150.0000,758343.0000,0.0000,0.0000,758.3430,135,1882.4612,1882.4612
220,758.3430,758.3430,126.3905,0.0000,126.3905,75.8343,0.0000,0.0000,600.0000,28.5000,26,20,27,150.0000,758343.0000,0.0000,0.0000,758.3430,135,1882.4612,1882.4612
221,758.3430,758.3430,126.3905,0.0000,126.3905,75.8343,0.0000,0.0000,600.0000,28.5000,26,20,27,150.0000,758343.0000,0.0000,0.0000,758.3430,135,1882.4612,1882.4612
222,758.3430,758.3430,126.3905,0.0000,126.3905,75.8343,0.0000,0.0000,600.0000,28.5000,26,20,27,150.0000,758343.0000,0.0000,0.0000,758.3430,135,1882.4612,1882.4612
223,758.3430,758.3430,126.3905,0.0000,126.3905,75.8343,0.0000,0.0000,600.0000,28.5000,26,20,27,150.0000,758343.0000,0.0000,0.0000,758.3430,135,1882.4612,1882.4612
224,758.3430,758.3430,126.3905,0.0000,126.3905,75.8343,0.0000,0.0000,600.0000,28.5000,26,20,27,150.0000,758343.0000,0.0000,0.0000,758.3430,135,1882.4612,1882.4612
225,758.3430,758.3430,126.3905,0.0000,126.3905,75.8343,0.0000,0.0000,600.0000,28.5000,26,20,27,150.0000,758343.0000,0.0000,0.0000,758.3430,135,1882.4612,1882.4612
226,758.3430,758.3430,126.3905,0.0000,126.3905,75.8343,0.0000,0.0000,600.0000,28.5000,26,20,27,150.0000,758343.0000,0.0000,0.0000,758.3430,135,1882.4612,1882.4612
227,758.3430,758.3430,126.3905,0.0000,126.3905,75.8343,0.0000,0.0000,600.0000,28.5000,26,20,27,150.0000,758343.0000,0.0000,0.0000,758.3430,135,1882.4612,1882.4612
228,758.3430,758.3430,126.3905,0.0000,126.3905,75.8343,0.0000,0.0000,600.0000,28.5000,26,20,27,150.0000,758343.0000,0.0000,0.0000,758.3430,135,1882.4612,1882.4612
229,758.3430,758.3430,126.3905,0.0000,126.3905,75.8343,0.0000,0.0000,600.0000,28.5000,26,20,27,150.0000,758343.0000,0.0000,0.0000,758.3430,120,1882.4612,1882.4612
230,758.3430,758.3430,126.3905,0.0000,126.3905,75.8343,0.0000,0.0000,600.0000,28.5000,26,20,27,150.0000,758343.0000,0.0000,0.0000,758.3430,120,1882.4612,1882.4612
231,758.3430,758.3430,126.3905,0.0000,126.3905,75.8343,0.0000,0.0000,600.0000,28.5000,26,20,27,150.0000,758343.0000,0.0000,0.0000,758.3430,120,1882.4612,1882.4612
232,758.3430,758.3430,126.3905,0.0000,126.3905,75.8343,0.0000,0.0000,600.0000,28.5000,26,20,27,150.0000,758343.0000,0.0000,0.0000,758.3430,120,1882.4612,1882.4612
233,758.3430,758.3430,126.3905,0.0000,126.3905,75.8343,0.0000,0.0000,600.0000,28.5000,26,20,27,150.0000,758343.0000,0.0000,0.0000,758.3430,120,1882.4612,1882.4612
234,758.3430,758.3430,126.3905,0.0000,126.3905,75.8343,0.0000,0.0000,600.0000,28.5000,26,20,27,150.0000,758343.0000,0.0000,0.0000,758.3430,120,1882.4612,1882.4612
235,758.3430,758.3430,126.3905,0.0000,126.3905,75.8343,0.0000,0.0000,600.0000,28.5000,26,20,27,150.0000,758343.0000,0.0000,0.0000,758.3430,120,1882.4612,1882.4612
236,758.3430,758.3430,126.3905,0.0000,126.3905,75.8343,0.0000,0.0000,600.0000,28.5000,26,20,27,150.0000,758343.0000,0.0000,0.0000,758.3430,120,1882.4612,1882.4612
237,758.3430,758.3430,126.3905,0.0000,126.3905,75.8343,0.0000,0.0000,600.0000,28.5000,26,20,27,150.0000,758343.0000,0.0000,0.0000,758.3430,120,1882.4612,1882.4612
238,758.3430,758.3430,126.3905,0.0000,126.3905,75.8343,0.0000,0.0000,600.0000,28.5000,26,20,27,150.0000,758343.0000,0.0000,0.0000,758.3430,120,1882.4612,1882.4612
239,758.3430,758.3430,126.3905,0.0000,126.3905,75.8343,0.0000,0.0000,600.0000,28.5000,26,20,27,150.0000,758343.0000,0.0000,0.0000,758.3430,120,1882.4612,1882.4612
240,758.3430,758.3430,126.3905,0.0000,126.3905,75.8343,0.0000,0.0000,600.0000,28.5000,26,20,27,150.0000,758343.0000,0.0000,0.0000,758.3430,120,1882.4612,1882.4612
241,766.6760,766.6760,127.7793,0.0000,127.7793,76.6676,0.0000,0.0000,600.0000,28.5000,26,20,27,150.0000,766676.0000,0.0000,0.0000,766.6760,100,1882.4612,1882.4612
242,766.6760,766.6760,127.7793,0.0000,127.7793,76.6676,0.0000,0.0000,600.0000,28.5000,26,20,27,150.0000,766676.0000,0.0000,0.0000,766.6760,100,1882.4612,1882.4612
243,766.6760,766.6760,127.7793,0.0000,127.7793,76.6676,0.0000,0.0000,600.0000,28.5000,26,20,27,150.0000,766676.0000,0.0000,0.0000,766.6760,100,1882.4612,1882.4612
244,766.6760,766.6760,127.7793,0.0000,127.7793,76.6676,0.0000,0.0000,600.0000,28.5000,26,20,27,150.0000,766676.0000,0.0000,0.0000,766.6760,100,1882.4612,1882.4612
245,766.6760,766.6760,127.7793,0.0000,127.7793,76.6676,0.0000,0.0000,600.0000,28.5000,26,20,27,150.0000,766676.0000,0.0000,0.0000,766.6760,100,1882.4612,1882.4612
246,766.6760,766.6760,127.7793,0.0000,127.7793,76.6676,0.0000,0.0000,600.0000,28.5000,26,20,27,150.0000,766676.0000,0.0000,0.0000,766.6760,100,1882.4612,1882.4612
247,766.6760,766.6760,127.7793,0.0000,127.7793,76.6676,0.0000,0.0000,600.0000,28.5000,26,20,27,150.0000,766676.0000,0.0000,0.0000,766.6760,100,1882.4612,1882.4612
248,766.6760,766.6760,127.7793,0.0000,127.7793,76.6676,0.0000,0.0000,600.0000,28.5000,26,20,27,150.0000,766676.0000,0.0000,0.0000,766.6760,100,1882.4612,1882.4612
249,766.6760,766.6760,127.7793,0.0000,127.7793,76.6676,0.0000,0.0000,600.0000,28.5000,26,20,27,150.0000,766676.0000,0.0000,0.0000,766.6760,100,1882.4612,1882.4612
250,766.6760,766.6760,127.7793,0.0000,127.7793,76.6676,0.0000,0.0000,600.0000,28.5000,26,20,27,150.0000,766676.0000,0.0000,0.0000,766.6760,100,1882.4612,1882.4612
251,766.6760,766.6760,127.7793,0.0000,127.7793,76.6676,0.0000,0.0000,600.0000,28.5000,26,20,27,150.0000,766676.0000,0.0000,0.0000,766.6760,100,1882.4612,1882.4612
252,766.6760,766.6760,127.7793,0.0000,127.7793,76.6676,0.0000,0.0000,600.0000,28.5000,26,20,27,150.0000,766676.0000,0.0000,0.0000,766.6760,100,1882.4612,1882.4612
253,750.0100,750.0100,125.0017,0.0000,125.0017,75.0010,0.0000,0.0000,600.0000,28.5000,26,20,27,150.0000,750010.0000,0.0000,0.0000,750.0100,90,1882.4612,1882.4612
254,750.0100,750.0100,125.0017,0.0000,125.0017,75.0010,0.0000,0.0000,600.0000,28.5000,26,20,27,150.0000,750010.0000,0.0000,0.0000,750.0100,90,1882.4612,1882.4612
255,750.0100,750.0100,125.0017,0.0000,125.0017,75.0010,0.0000,0.0000,600.0000,28.5000,26,20,27,150.0000,750010.0000,0.0000,0.0000,750.0100,90,1882.4612,1882.4612
256,750.0100,750.0100,125.0017,0.0000,125.0017,75.0010,0.0000,0.0000,600.0000,28.5000,26,20,27,150.0000,750010.0000,0.0000,0.0000,750.0100,90,1882.4612,1882.4612
257,750.0100,750.0100,125.0017,0.0000,125.0017,75.0010,0.0000,0.0000,600.0000,28.5000,26,20,27,150.0000,750010.0000,0.0000,0.0000,750.0100,90,1882.4612,1882.4612
258,750.0100,750.0100,125.0017,0.0000,125.0017,75.0010,0.0000,0.0000,600.0000,28.5000,26,20,27,150.0000,750010.0000,0.0000,0.0000,750.0100,90,1882.4612,1882.4612
259,750.0100,750.0100,125.0017,0.0000,125.0017,75.0010,0.0000,0.0000,600.0000,28.5000,26,20,27,150.0000,750010.0000,0.0000,0.0000,750.0100,90,1882.4612,1882.4612
260,750.0100,750.0100,125.0017,0.0000,125.0017,75.0010,0.0000,0.0000,600.0000,28.5000,26,20,27,150.0000,750010.0000,0.0000,0.0000,750.0100,90,1882.4612,1882.4612
261,750.0100,750.0100,125.0017,0.0000,125.0017,75.0010,0.0000,0.0000,600.0000,28.5000,26,20,27,150.0000,750010.0000,0.0000,0.0000,750.0100,90,1882.4612,1882.4612
262,758.3430,758.3430,126.3905,0.0000,126.3905,75.8343,0.0000,0.0000,600.0000,28.5000,26,20,27,150.0000,758343.0000,0.0000,0.0000,758.3430,90,1882.4612,1882.4612
263,758.3430,758.3430,126.3905,0.0000,126.3905,75.8343,0.0000,0.0000,600.0000,28.5000,26,20,27,150.0000,758343.0000,0.0000,0.0000,758.3430,90,1882.4612,1882.4612
264,758.3430,758.3430,126.3905,0.0000,126.3905,75.8343,0.0000,0.0000,600.0000,28.5000,26,20,27,150.0000,758343.0000,0.0000,0.0000,758.3430,90,1882.4612,1882.4612
265,750.0100,750.0100,125.0017,0.0000,125.0017,75.0010,0.0000,0.0000,600.0000,28.5000,26,20,27,150.0000,750010.0000,0.0000,0.0000,750.0100,80,1882.4612,1882.4612
266,750.0100,750.0100,125.0017,0.0000,125.0017,75.0010,0.0000,0.0000,600.0000,28.5000,26,20,27,150.0000,750010.0000,0.0000,0.0000,750.0100,80,1882.4612,1882.4612
267,750.0100,750.0100,125.0017,0.0000,125.0017,75.0010,0.0000,0.0000,600.0000,28.5000,26,20,27,150.0000,750010.0000,0.0000,0.0000,750.0100,80,1882.4612,1882.4612
268,725.0110,725.0110,120.8352,0.0000,120.8352,72.5011,0.0000,0.0000,600.0000,28.5000,26,20,27,150.0000,725011.0000,0.0000,0.0000,725.0110,80,1882.4612,1882.4612
269,725.0110,725.0110,120.8352,0.0000,120.8352,72.5011,0.0000,0.0000,600.0000,28.5000,26,20,27,150.0000,725011.0000,0.0000,0.0000,725.0110,80,1882.4612,1882.4612
270,725.0110,725.0110,120.8352,0.0000,120.8352,72.5011,0.0000,0.0000,600.0000,28.5000,26,20,27,150.0000,725011.0000,0.0000,0.0000,725.0110,80,1882.4612,1882.4612
271,716.6780,716.6780,119.4463,0.0000,119.4463,71.6678,0.0000,0.0000,600.0000,28.5000,26,20,27,150.0000,716678.0000,0.0000,0.0000,716.6780,80,1882.4612,1882.4612
272,716.6780,716.6780,119.4463,0.0000,119.4463,71.6678,0.0000,0.0000,600.0000,28.5000,26,20,27,150.0000,716678.0000,0.0000,0.0000,716.6780,80,1882.4612,1882.4612
273,716.6780,716.6780,119.4463,0.0000,119.4463,71.6678,0.0000,0.0000,600.0000,28.5000,26,20,27,150.0000,716678.0000,0.0000,0.0000,716.6780,80,1882.4612,1882.4612
274,691.6790,691.6790,115.2798,0.0000,115.2798,69.1679,0.0000,0.0000,600.0000,28.5000,26,20,27,150.0000,691679.0000,0.0000,0.0000,691.6790,80,1882.4612,1882.4612
275,691.6790,691.6790,115.2798,0.0000,115.2798,69.1679,0.0000,0.0000,600.0000,28.5000,26,20,27,150.0000,691679.0000,0.0000,0.0000,691.6790,80,1882.4612,1882.4612
276,691.6790,691.6790,115.2798,0.0000,115.2798,69.1679,0.0000,0.0000,600.0000,28.5000,26,20,27,150.0000,691679.0000,0.0000,0.0000,691.6790,80,1882.4612,1882.4612
277,691.6790,691.6790,115.2798,0.0000,115.2798,69.1679,0.0000,0.0000,600.0000,28.5000,26,20,27,150.0000,691679.0000,0.0000,0.0000,691.6790,70,1882.4612,1882.4612
278,691.6790,691.6790,115.2798,0.0000,115.2798,69.1679,0.0000,0.0000,600.0000,28.5000,26,20,27,150.0000,691679.0000,0.0000,0.0000,691.6790,70,1882.4612,1882.4612
279,691.6790,691.6790,115.2798,0.0000,115.2798,69.1679,0.0000,0.0000,600.0000,28.5000,26,20,27,150.0000,691679.0000,0.0000,0.0000,691.6790,70,1882.4612,1882.4612
280,691.6790,691.6790,115.2798,0.0000,115.2798,69.1679,0.0000,0.0000,600.0000,28.5000,26,20,27,150.0000,691679.0000,0.0000,0.0000,691.6790,70,1882.4612,1882.4612
281,691.6790,691.6790,115.2798,0.0000,115.2798,69.1679,0.0000,0.0000,600.0000,28.5000,26,20,27,150.0000,691679.0000,0.0000,0.0000,691.6790,70,1882.4612,1882.4612
282,691.6790,691.6790,115.2798,0.0000,115.2798,69.1679,0.0000,0.0000,600.0000,28.5000,26,20,27,150.0000,691679.0000,0.0000,0.0000,691.6790,70,1882.4612,1882.4612
283,691.6790,691.6790,115.2798,0.0000,115.2798,69.1679,0.0000,0.0000,600.0000,28.5000,26,20,27,150.0000,691679.0000,0.0000,0.0000,691.6790,70,1882.4612,1882.4612
284,691.6790,691.6790,115.2798,0.0000,115.2798,69.1679,0.0000,0.0000,600.0000,28.5000,26,20,27,150.0000,691679.0000,0.0000,0.0000,691.6790,70,1882.4612,1882.4612
285,691.6790,691.6790,115.2798,0.0000,115.2798,69.1679,0.0000,0.0000,600.0000,28.5000,26,20,27,150.0000,691679.0000,0.0000,0.0000,691.6790,70,1882.4612,1882.4612
286,691.6790,691.6790,115.2798,0.0000,115.2798,69.1679,0.0000,0.0000,600.0000,28.5000,26,20,27,150.0000,691679.0000,0.0000,0.0000,691.6790,70,1882.4612,1882.4612
287,691.6790,691.6790,115.2798,0.0000,115.2798,69.1679,0.0000,0.0000,600.0000,28.5000,26,20,27,150.0000,691679.0000,0.0000,0.0000,691.6790,70,1882.4612,1882.4612
288,691.6790,691.6790,115.2798,0.0000,115.2798,69.1679,0.0000,0.0000,600.0000,28.5000,26,20,27,150.0000,691679.0000,0.0000,0.0000,691.6790,70,1882.4612,1882.4612
289,733.3440,733.3440,122.2240,0.0000,122.2240,73.3344,0.0000,0.0000,600.0000,28.5000,26,20,27,150.0000,733344.0000,0.0000,0.0000,733.3440,60,1882.4612,1882.4612
290,733.3440,733.3440,122.2240,0.0000,122.2240,73.3344,0.0000,0.0000,600.0000,28.5000,26,20,27,150.0000,733344.0000,0.0000,0.0000,733.3440,60,1882.4612,1882.4612
291,733.3440,733.3440,122.2240,0.0000,122.2240,73.3344,0.0000,0.0000,600.0000,28.5000,26,20,27,150.0000,733344.0000,0.0000,0.0000,733.3440,60,1882.4612,1882.4612
292,708.3450,708.3450,118.0575,0.0000,118.0575,70.8345,0.0000,0.0000,600.0000,28.5000,26,20,27,150.0000,708345.0000,0.0000,0.0000,708.3450,60,1882.4612,1882.4612
293,708.3450,708.3450,118.0575,0.0000,118.0575,70.8345,0.0000,0.0000,600.0000,28.5000,26,20,27,150.0000,708345.0000,0.0000,0.0000,708.3450,60,1882.4612,1882.4612
294,708.3450,708.3450,118.0575,0.0000,118.0575,70.8345,0.0000,0.0000,600.0000,28.5000,26,20,27,150.0000,708345.0000,0.0000,0.0000,708.3450,60,1882.4612,1882.4612
295,683.3460,683.3460,113.8910,0.0000,113.8910,68.3346,0.0000,0.0000,600.0000,28.5000,26,20,27,150.0000,683346.0000,0.0000,0.0000,683.3460,60,1882.4612,1882.4612
296,683.3460,683.3460,113.8910,0.0000,113.8910,68.3346,0.0000,0.0000,600.0000,28.5000,26,20,27,150.0000,683346.0000,0.0000,0.0000,683.3460,60,1882.4612,1882.4612
297,683.3460,683.3460,113.8910,0.0000,113.8910,68.3346,0.0000,0.0000,600.0000,28.5000,26,20,27,150.0000,683346.0000,0.0000,0.0000,683.3460,60,1882.4612,1882.4612
298,658.3470,658.3470,109.7245,0.0000,109.7245,65.8347,0.0000,0.0000,600.0000,28.5000,26,20,27,150.0000,658347.0000,0.0000,0.0000,658.3470,60,1882.4612,1882.4612
299,658.3470,658.3470,109.7245,0.0000,109.7245,65.8347,0.0000,0.0000,600.0000,28.5000,26,20,27,150.0000,658347.0000,0.0000,0.0000,658.3470,60,1882.4612,1882.4612
300,658.3470,658.3470,109.7245,0.0000,109.7245,65.8347,0.0000,0.0000,600.0000,28.5000,26,20,27,150.0000,658347.0000,0.0000,0.0000,658.3470,60,1882.4612,1882.4612
301,633.3480,633.3480,105.5580,0.0000,105.5580,63.3348,0.0000,0.0000,600.0000,28.5000,26,20,27,150.0000,633348.0000,0.0000,0.0000,633.3480,55,1882.4612,1882.4612
302,633.3480,633.3480,105.5580,0.0000,105.5580,63.3348,0.0000,0.0000,600.0000,28.5000,26,20,27,150.0000,633348.0000,0.0000,0.0000,633.3480,55,1882.4612,1882.4612
303,633.3480,633.3480,105.5580,0.0000,105.5580,63.3348,0.0000,0.0000,600.0000,28.5000,26,20,27,150.0000,633348.0000,0.0000,0.0000,633.3480,55,1882.4612,1882.4612
304,625.0150,625.0150,104.1692,0.0000,104.1692,62.5015,0.0000,0.0000,600.0000,28.5000,26,20,27,150.0000,625015.0000,0.0000,0.0000,625.0150,55,1882.4612,1882.4612
305,625.0150,625.0150,104.1692,0.0000,104.1692,62.5015,0.0000,0.0000,600.0000,28.5000,26,20,27,150.0000,625015.0000,0.0000,0.0000,625.0150,55,1882.4612,1882.4612
306,625.0150,625.0150,104.1692,0.0000,104.1692,62.5015,0.0000,0.0000,600.0000,28.5000,26,20,27,150.0000,625015.0000,0.0000,0.0000,625.0150,55,1882.4612,1882.4612
307,608.3490,608.3490,101.3915,0.0000,101.3915,60.8349,0.0000,0.0000,600.0000,28.5000,26,20,27,150.0000,608349.0000,0.0000,0.0000,608.3490,55,1882.4612,1882.4612
308,608.3490,608.3490,101.3915,0.0000,101.3915,60.8349,0.0000,0.0000,600.0000,28.5000,26,20,27,150.0000,608349.0000,0.0000,0.0000,608.3490,55,1882.4612,1882.4612
309,608.3490,608.3490,101.3915,0.0000,101.3915,60.8349,0.0000,0.0000,600.0000,28.5000,26,20,27,150.0000,608349.0000,0.0000,0.0000,608.3490,55,1882.4612,1882.4612
310,591.6830,591.6830,98.6138,0.0000,98.6138,59.1683,0.0000,0.0000,600.0000,28.5000,26,20,27,150.0000,591683.0000,0.0000,0.0000,591.6830,55,1882.4612,1882.4612
311,591.6830,591.6830,98.6138,0.0000,98.6138,59.1683,0.0000,0.0000,600.0000,28.5000,26,20,27,150.0000,591683.0000,0.0000,0.0000,591.6830,55,1882.4612,1882.4612
312,591.6830,591.6830,98.6138,0.0000,98.6138,59.1683,0.0000,0.0000,600.0000,28.5000,26,20,27,150.0000,591683.0000,0.0000,0.0000,591.6830,55,1882.4612,1882.4612
313,583.3500,583.3500,97.2250,0.0000,97.2250,58.3350,0.0000,0.0000,600.0000,28.5000,26,20,27,150.0000,583350.0000,0.0000,0.0000,583.3500,52,1882.4612,1882.4612
314,583.3500,583.3500,97.2250,0.0000,97.2250,58.3350,0.0000,0.0000,600.0000,28.5000,26,20,27,150.0000,583350.0000,0.0000,0.0000,583.3500,52,1882.4612,1882.4612
315,583.3500,583.3500,97.2250,0.0000,97.2250,58.3350,0.0000,0.0000,600.0000,28.5000,26,20,27,150.0000,583350.0000,0.0000,0.0000,583.3500,52,1882.4612,1882.4612
316,550.0180,550.0180,91.6697,0.0000,91.6697,55.0018,0.0000,0.0000,600.0000,28.5000,26,20,27,150.0000,550018.0000,0.0000,0.0000,550.0180,52,1882.4612,1882.4612
317,550.0180,550.0180,91.6697,0.0000,91.6697,55.0018,0.0000,0.0000,600.0000,28.5000,26,20,27,150.0000,550018.0000,0.0000,0.0000,550.0180,52,1882.4612,1882.4612
318,550.0180,550.0180,91.6697,0.0000,91.6697,55.0018,0.0000,0.0000,600.0000,28.5000,26,20,27,150.0000,550018.0000,0.0000,0.0000,550.0180,52,1882.4612,1882.4612
319,533.3520,533.3520,88.8920,0.0000,88.8920,53.3352,0.0000,0.0000,600.0000,28.5000,26,20,27,150.0000,533352.0000,0.0000,0.0000,533.3520,52,1882.4612,1882.4612
320,533.3520,533.3520,88.8920,0.0000,88.8920,53.3352,0.0000,0.0000,600.0000,28.5000,26,20,27,150.0000,533352.0000,0.0000,0.0000,533.3520,52,1882.4612,1882.4612
321,533.3520,533.3520,88.8920,0.0000,88.8920,53.3352,0.0000,0.0000,600.0000,28.5000,26,20,27,150.0000,533352.0000,0.0000,0.0000,533.3520,52,1882.4612,1882.4612
322,516.6860,516.6860,86.1143,0.0000,86.1143,51.6686,0.0000,0.0000,600.0000,28.5000,26,20,27,150.0000,516686.0000,0.0000,0.0000,516.6860,52,1882.4612,1882.4612
323,516.6860,516.6860,86.1143,0.0000,86.1143,51.6686,0.0000,0.0000,600.0000,28.5000,26,20,27,150.0000,516686.0000,0.0000,0.0000,516.6860,52,1882.4612,1882.4612
324,516.6860,516.6860,86.1143,0.0000,86.1143,51.6686,0.0000,0.0000,600.0000,28.5000,26,20,27,150.0000,516686.0000,0.0000,0.0000,516.6860,52,1882.4612,1882.4612
