cost_energy,rev_availability,rev_utilisation,rev_bm,rev_dfs,rev_cm,net_cost,date,solver,solve_seconds
19398.097929913398,869.7843845332516,753.162613197906,2266.9259062313363,0,0.0,15508.225025950906,2025-01-15,scip,16.5
