local_date,intervals,settlement_cost_gbp,grid_energy_kwh,peak_grid_import_kw,minimum_price_gbp_per_mwh,maximum_price_gbp_per_mwh
2025-10-04,96,-18.431326078439,18789.7036457015,1659.61051373944,-4.02,18.92
