local_date,intervals,mean_price,price_std,minimum_price,maximum_price,mean_grid_import,peak_grid_import,mean_total_cpu,settlement_cost,opening_ups,opening_tes,opening_cold_aisle,negative_price_share,representative_score
2025-07-02,96,86.56291666666668,18.96436380587031,60.69,128.64,775.450114270017,1601.62772797605,0.5654166666666668,1546.216151319241,300.0,-0.0,23.0,0.0,0.3313859783407524
2025-08-26,96,82.8975,14.794192957480236,63.12,115.32,776.9322768430743,1601.63057803431,0.5654166666666668,1476.966881585107,300.0,-0.0,23.0,0.0,0.33851292007838374
2025-04-09,96,84.6875,15.12674070018146,68.95,120.71,778.1481764980267,1239.85185858404,0.5654166666666667,1499.1260789749729,300.0,-0.0,23.0,0.0,0.3418617521012068
2025-04-07,96,89.09333333333332,20.87994911602323,63.79,131.53,775.9571275718246,1356.55775939321,0.563309622798403,1545.7381459832557,300.0,-0.0,23.0,0.0,0.34199234923208405
2025-11-15,96,68.69291666666666,19.93674111133389,36.19,99.39,771.8941408246893,1290.52319268545,0.5654173999797231,1246.9880246093192,300.0,-0.0,23.0,0.0,0.3446938648581306
2025-09-19,96,77.28041666666667,22.1930736429026,47.28,120.8,779.3072839613488,1356.55773371946,0.5675237105349304,1363.2527590188997,300.0,-0.0,23.0,0.0,0.3453464970839504
2025-05-01,96,77.39874999999999,11.552541871129941,57.6,101.29,772.2300988636167,1577.96166547967,0.5654166666666668,1385.7141614624384,300.0,-0.0,23.0,0.0,0.3456371017507224
2025-09-25,96,81.15625,13.732981678771495,65.57,106.81,774.8254037068424,1356.55769933926,0.5633088894853466,1437.5221339999118,300.0,-0.0,23.0,0.0,0.3459854977044312
2025-09-09,96,85.15458333333333,14.869616914802556,70.57,112.74,776.8705008151595,1239.85186013034,0.5654166666666667,1510.4823710571306,300.0,-0.0,23.0,0.0,0.3461844990017067
2025-09-10,96,73.01541666666667,20.186791925554044,22.67,104.58,777.4330200168579,1356.55499568629,0.5654166666666667,1273.8618757496552,300.0,-0.0,23.0,0.0,0.34869431022938463
2025-03-08,96,82.75666666666667,13.119359633495163,58.2,111.28,772.4463111514101,1601.63015377936,0.5654166666666668,1479.195307754887,300.0,-0.0,23.0,0.0,0.3509440949231961
2025-08-18,96,84.91916666666667,15.355240193611717,70.47,125.81,772.8394374349776,1239.85186135301,0.5654166666666667,1523.4027741395207,300.0,-0.0,23.0,0.0,0.35364531034160024
2025-05-07,96,84.76458333333333,13.350748129375935,70.28,113.68,777.5090630914141,1239.85184965951,0.5654166666666668,1508.0317248588271,300.0,-0.0,23.0,0.0,0.35501303362727127
2025-03-05,96,80.36125,25.917564263804213,24.93,125.2,780.5081079779961,1467.78939763318,0.5654166666666667,1368.6865385189624,300.0,-0.0,23.0,0.0,0.3553980040010431
2025-01-25,96,94.49458333333332,23.012224116150314,55.22,138.53,771.2558839843995,1290.09005042526,0.5654166666666667,1707.7063061235363,300.0,-0.0,23.0,0.0,0.3565589363751979
2025-07-14,96,78.18458333333334,17.265927012878137,44.54,103.17,776.835383872085,1622.49059038057,0.5654166666666667,1379.4814723130112,300.0,-0.0,23.0,0.0,0.35704671990611975
2025-07-11,96,83.78708333333334,10.984121162810355,67.55,107.05,771.0717656972596,1271.38343850014,0.5654166666666668,1510.7902512474275,300.0,-0.0,23.0,0.0,0.357724758663007
2025-11-20,96,90.60000000000001,15.050735530199185,72.53,126.51,772.059050899703,1290.52311985142,0.5654166666666668,1626.659189975867,300.0,-0.0,23.0,0.0,0.3580785019915563
2025-04-26,96,79.74,8.92688146171881,69.17,97.6,775.0265342998918,1271.44333693952,0.5654166666666667,1448.6140890838385,300.0,-0.0,23.0,0.0,0.35857971049726556
2025-12-12,96,80.72500000000001,9.081384081851466,68.62,98.74,771.8211394372535,1290.52324521911,0.5654166666666668,1464.5162803426979,300.0,-0.0,23.0,0.0,0.35910974999406875
2025-08-29,96,82.44833333333334,10.922487731538732,67.59,100.84,776.0398852444787,1577.9616638818,0.5654166666666667,1486.6992458512186,300.0,-0.0,23.0,0.0,0.3613838155493498
2025-07-17,96,87.14125,12.671202763498194,68.04,110.97,773.2254533497272,1239.85186013034,0.5654166666666668,1569.111971234142,300.0,-0.0,23.0,0.0,0.3649620263013939
2025-06-09,96,82.33749999999999,15.692561093849873,56.76,113.63,772.5386727913345,1191.25568833393,0.5654166666666667,1481.8602104788185,300.0,-0.0,23.0,0.0,0.36617051666697314
2025-03-26,96,93.63458333333334,14.58018756046182,78.36,126.82,776.9468069139153,1356.55775828952,0.5654166666666668,1667.0031853102566,300.0,-0.0,23.0,0.0,0.36645048697458427
2025-04-13,96,70.43375,16.928144813951267,37.37,100.96,770.2575924238419,1271.61616328629,0.5654166666666667,1275.5942321770115,300.0,-0.0,23.0,0.0,0.3676158708340824
2025-02-21,96,64.29416666666667,19.236446529640535,33.93,101.39,778.6952090169708,1356.55783124788,0.5654166666666667,1109.861710244277,300.0,-0.0,23.0,0.0,0.3716015256045604
2025-02-25,96,97.57166666666666,17.322943633815534,72.8,135.66,777.3775607089455,1356.55769933926,0.5654173999797231,1733.3076365444633,300.0,-0.0,23.0,0.0,0.371621593383888
2025-05-02,96,76.255,11.890308127564289,58.49,99.47,777.3181358536848,1607.68118226357,0.5654166666666667,1362.3602547021833,300.0,-0.0,23.0,0.0,0.37172136577592685
2025-08-19,96,78.32416666666667,8.760648337779891,64.94,97.07,771.2635131840631,1271.52690322362,0.5654166666666668,1417.4516126826238,300.0,-0.0,23.0,0.0,0.3729395306927234
2025-10-21,96,78.39083333333333,15.059168053253815,54.12,102.59,778.5894832797209,1626.06736492466,0.5654166666666667,1389.2983664109265,300.0,-0.0,23.0,0.0,0.37348775590392
2025-04-23,96,88.08083333333333,14.376717410757298,72.21,119.07,774.9241360763866,1239.85179731045,0.5648320931996008,1574.1217478562355,300.0,-0.0,23.0,0.0,0.3738084537357638
2025-02-22,96,79.10083333333334,27.42073804783013,37.9,131.09,778.1813199200752,1601.46120218295,0.5654166666666667,1403.787406428187,300.0,-0.0,23.0,0.0,0.3749531592470152
2025-10-09,96,86.37625000000001,14.822543233019656,68.65,120.85,778.4206601812133,1601.63061258767,0.5654166666666667,1532.0295060256576,300.0,-0.0,23.0,0.0,0.3771157103450065
2025-09-03,96,76.68416666666667,11.404838831475423,51.63,93.45,777.3246687627944,1607.59123600258,0.5654166666666667,1379.080159484177,300.0,-0.0,23.0,0.0,0.37715895862780063
2025-11-09,96,80.59375,9.770258979490553,69.49,104.07,770.729465893122,1271.69208932585,0.5654166666666668,1471.7379315853116,300.0,-0.0,23.0,0.0,0.37932614375654816
2025-10-29,96,76.76708333333333,16.421264898819246,48.62,109.97,771.9282222596709,1186.61061232327,0.5654166666666668,1369.070064375508,300.0,-0.0,23.0,0.0,0.3794205159788704
2025-11-16,96,79.81041666666667,9.769661085180903,61.44,100.0,770.2957357166948,1290.52328097431,0.5641727181996007,1448.1904867420353,300.0,-0.0,23.0,0.0,0.3800121857410692
2025-04-10,96,83.14125,13.140827279092722,63.66,109.09,779.4975038544558,1607.6811822747,0.5654166666666667,1478.4141907059948,300.0,-0.0,23.0,0.0,0.3804843961111569
2025-12-06,96,68.21291666666666,14.219465229167692,43.39,91.37,770.3470967342573,1279.35818224613,0.5654159333536103,1240.5762436668408,300.0,-0.0,23.0,0.0,0.38153643793202524
2025-06-20,96,90.97458333333333,15.206861326503537,63.89,119.03,775.6116560708184,1607.68118225218,0.5654166666666667,1630.620782363727,300.0,-0.0,23.0,0.0,0.3817129614208912
2025-05-12,96,79.085,13.723649660349102,59.51,100.19,777.6649727503186,1626.68395918944,0.5654166666666668,1409.027497549545,300.0,-0.0,23.0,0.0,0.38181510466019847
2025-07-03,96,75.64791666666666,17.784435058524547,41.57,101.19,777.8375179412614,1626.59401460678,0.5654166666666667,1334.7369277335576,300.0,-0.0,23.0,0.0,0.3826072995159999
