timestamp_utc,timestamp_local,local_date,source_period,settlement_price_gbp_per_mwh,optimisation_price_gbp_per_mwh,inflexible_cpu,flexible_cpu_processed,total_cpu,p_it_total_kw,p_grid_it_kw,p_ups_charge_kw,p_ups_discharge_kw,p_chiller_hvac_kw,p_chiller_tes_kw,q_tes_charge_kw,q_tes_discharge_kw,grid_import_kw,settlement_cost_gbp,state_start_ups_energy_kwh,state_start_tes_energy_kwh,state_start_it_temperature_c,state_start_rack_temperature_c,state_start_cold_aisle_temperature_c,state_start_hot_aisle_temperature_c,state_end_ups_energy_kwh,state_end_tes_energy_kwh,state_end_it_temperature_c,state_end_rack_temperature_c,state_end_cold_aisle_temperature_c,state_end_hot_aisle_temperature_c
2025-12-31T00:00:00+00:00,2025-12-31T00:00:00+00:00,2025-12-31,1,83.36,83.36,0.28,0.07362378864668416,0.3536237886466842,377.99500017348726,377.99500017348726,-0.0,0.0,127.51839013177246,-0.0,0.0,0.0,558.6083903052597,11.641398853961613,300.0,-0.0,37.19988257262283,31.326683490144767,23.0,31.327909546338635,300.0,-0.0,33.50814082717797,29.36711833573298,23.0,29.399552602196714
2025-12-31T00:15:00+00:00,2025-12-31T00:15:00+00:00,2025-12-31,1,83.36,83.36,0.27,0.2601,0.5301,533.1468128195334,533.1468128195334,0.0,0.0,132.08056093002034,0.0,-0.0,0.0,718.3223737495537,14.969838268940698,300.0,-0.0,33.50814082717797,29.36711833573298,23.0,29.399552602196714,300.0,-0.0,34.36557275314642,29.63024059569674,23.0,29.62642468923475
2025-12-31T00:30:00+00:00,2025-12-31T00:30:00+00:00,2025-12-31,1,83.36,83.36,0.26,0.35169999999999996,0.6117,604.8867250424364,604.8867250424364,0.0,0.0,146.11142029620493,0.0,-0.0,0.0,804.0931453386413,16.757301148857284,300.0,-0.0,34.36557275314642,29.63024059569674,23.0,29.62642468923475,300.0,-0.0,35.651366244094675,30.33590071225197,23.0,30.324164972997472
2025-12-31T00:45:00+00:00,2025-12-31T00:45:00+00:00,2025-12-31,1,83.36,83.36,0.25000000000000006,0.34299999999999997,0.5930000000000001,588.4463284913546,588.4463284913546,0.0,0.0,150.13454774785612,0.0,-0.0,0.0,791.6758762392108,16.498525260825154,300.0,-0.0,35.651366244094675,30.33590071225197,23.0,30.324164972997472,300.0,-0.0,35.884158476534715,30.527596023797397,23.0,30.524230985810203
2025-12-31T01:00:00+00:00,2025-12-31T01:00:00+00:00,2025-12-31,2,79.28,79.28,0.25000000000000006,0.391,0.641,630.6462768577682,630.6462768577682,-0.0,0.0,157.7459669682472,0.0,-0.0,0.0,841.4872438260154,16.678277172631624,300.0,-0.0,35.884158476534715,30.527596023797397,23.0,30.524230985810203,300.0,-0.0,36.57023015786389,30.909105446957934,23.0,30.9027390777288
2025-12-31T01:15:00+00:00,2025-12-31T01:15:00+00:00,2025-12-31,2,79.28,79.28,0.23000000000000004,0.345,0.575,572.6213478539494,572.6213478539494,-0.0,0.0,152.67705367542413,0.0,-0.0,0.0,778.3934015293735,15.427757218312182,300.0,-0.0,36.57023015786389,30.909105446957934,23.0,30.9027390777288,300.0,-0.0,36.003525356725056,30.646427447047184,23.0,30.650667204795134
2025-12-31T01:30:00+00:00,2025-12-31T01:30:00+00:00,2025-12-31,2,79.28,79.28,0.21000000000000002,0.40349999999999997,0.6135,606.469223106177,606.469223106177,-0.0,0.0,154.9980868087067,0.0,-0.0,0.0,814.5623099148836,16.144624982512994,300.0,-0.0,36.003525356725056,30.646427447047184,23.0,30.650667204795134,300.0,-0.0,36.28168437795419,30.768031174721397,23.0,30.766089808270323
2025-12-31T01:45:00+00:00,2025-12-31T01:45:00+00:00,2025-12-31,2,79.28,79.28,0.19,0.379,0.569,567.3463543081477,567.3463543081477,-0.0,0.0,150.52412501731357,0.0,-0.0,0.0,770.9654793254613,15.280535800230641,300.0,-0.0,36.28168437795419,30.768031174721397,23.0,30.766089808270323,300.0,-0.0,35.82796700997661,30.5398621385284,23.0,30.54360426491197
2025-12-31T02:00:00+00:00,2025-12-31T02:00:00+00:00,2025-12-31,3,76.51,76.51,0.16999999999999998,0.4046,0.5746,572.2696816175626,572.2696816175626,-0.0,0.0,149.0558594983279,0.0,-0.0,0.0,774.4205411158905,14.812728900194196,300.0,-0.0,35.82796700997661,30.5398621385284,23.0,30.54360426491197,300.0,-0.0,35.73659087784469,30.469360830924327,23.0,30.470588922578404
2025-12-31T02:15:00+00:00,2025-12-31T02:15:00+00:00,2025-12-31,3,76.51,76.51,0.15999999999999998,0.316,0.4759999999999999,485.58395434822137,485.58395434822137,-0.0,0.0,135.78607973753898,0.0,-0.0,0.0,674.4650340857604,12.900829939475383,300.0,-0.0,35.73659087784469,30.469360830924327,23.0,30.470588922578404,300.0,-0.0,34.48327939797373,29.79959719460993,23.0,29.81069634906461
