t,T_IT,T_Rack,T_c,T_h,T_in,E_TES,P_chiller_HVAC,P_chiller_TES,P_Total,q_chiller_hvac,q_ch,q_dis,q_cool,price,cost
713.0,36.206249,33.453749,29.560054,33.453749,30.0,150.0,57876.202,-0.0,57876.202,347257.21,0.0,0.0,347257.21,0.07750041666666667,664244.3345491893
714.0,36.206249,33.453749,29.560054,33.453749,30.0,150.0,57876.202,-0.0,57876.202,347257.21,0.0,0.0,347257.21,0.07750041666666667,664244.3345491893
715.0,36.206249,33.453749,29.560054,33.453749,30.0,150.0,57876.202,-0.0,57876.202,347257.21,0.0,0.0,347257.21,0.07750041666666667,664244.3345491893
716.0,36.206249,33.453749,29.560054,33.453749,30.0,150.0,57876.202,-0.0,57876.202,347257.21,0.0,0.0,347257.21,0.07750041666666667,664244.3345491893
717.0,36.206249,33.453749,29.560054,33.453749,30.0,150.0,57876.202,-0.0,57876.202,347257.21,0.0,0.0,347257.21,0.07750041666666667,664244.3345491893
718.0,36.206249,33.453749,29.560054,33.453749,30.0,150.0,57876.202,-0.0,57876.202,347257.21,0.0,0.0,347257.21,0.07750041666666667,664244.3345491893
719.0,36.206249,33.453749,29.560054,33.453749,30.0,150.0,57876.202,-0.0,57876.202,347257.21,0.0,0.0,347257.21,0.07750041666666667,664244.3345491893
720.0,36.206249,33.453749,29.560054,33.453749,30.0,150.0,57876.202,-0.0,57876.202,347257.21,0.0,0.0,347257.21,0.07750041666666667,664244.3345491893
721.0,36.206249,33.453749,29.560054,33.453749,30.0,150.0,57876.202,-0.0,57876.202,347257.21,0.0,0.0,347257.21,0.07750041666666667,664244.3345491893
722.0,36.206249,33.453749,29.560054,33.453749,30.0,150.0,57876.202,-0.0,57876.202,347257.21,0.0,0.0,347257.21,0.07750041666666667,664244.3345491893
723.0,36.206249,33.453749,29.560054,33.453749,30.0,150.0,57876.202,-0.0,57876.202,347257.21,0.0,0.0,347257.21,0.07750041666666667,664244.3345491893
724.0,36.206249,33.453749,29.560054,33.453749,30.0,150.0,57876.202,-0.0,57876.202,347257.21,0.0,0.0,347257.21,0.07750041666666667,664244.3345491893
725.0,36.206249,33.453749,29.560054,33.453749,30.0,150.0,57876.202,-0.0,57876.202,347257.21,0.0,0.0,347257.21,0.07750041666666667,664244.3345491893
726.0,36.206249,33.453749,29.560054,33.453749,30.0,150.0,57876.202,-0.0,57876.202,347257.21,0.0,0.0,347257.21,0.07750041666666667,664244.3345491893
727.0,36.206249,33.453749,29.560054,33.453749,30.0,150.0,57876.202,-0.0,57876.202,347257.21,0.0,0.0,347257.21,0.07750041666666667,664244.3345491893
728.0,36.206249,33.453749,29.560054,33.453749,30.0,150.0,57876.202,-0.0,57876.202,347257.21,0.0,0.0,347257.21,0.07750041666666667,664244.3345491893
729.0,36.206249,33.453749,29.560054,33.453749,30.0,150.0,57876.202,-0.0,57876.202,347257.21,0.0,0.0,347257.21,0.07750041666666667,664244.3345491893
730.0,36.206249,33.453749,29.560054,33.453749,30.0,150.0,57876.202,-0.0,57876.202,347257.21,0.0,0.0,347257.21,0.07750041666666667,664244.3345491893
731.0,36.206249,33.453749,29.560054,33.453749,30.0,150.0,57876.202,-0.0,57876.202,347257.21,0.0,0.0,347257.21,0.07750041666666667,664244.3345491893
732.0,36.206249,33.453749,29.560054,33.453749,30.0,150.0,57876.202,-0.0,57876.202,347257.21,0.0,0.0,347257.21,0.07750041666666667,664244.3345491893
733.0,36.206249,33.453749,29.560054,33.453749,30.0,150.0,57876.202,-0.0,57876.202,347257.21,0.0,0.0,347257.21,0.07750041666666667,664244.3345491893
734.0,36.206249,33.453749,29.560054,33.453749,30.0,150.0,57876.202,-0.0,57876.202,347257.21,0.0,0.0,347257.21,0.07750041666666667,664244.3345491893
735.0,36.206249,33.453749,29.560054,33.453749,30.0,150.0,57876.202,-0.0,57876.202,347257.21,0.0,0.0,347257.21,0.07750041666666667,664244.3345491893
736.0,36.206249,33.453749,29.560054,33.453749,30.0,150.0,57876.202,-0.0,57876.202,347257.21,0.0,0.0,347257.21,0.07750041666666667,664244.3345491893
737.0,36.206249,33.453749,29.560054,33.453749,30.0,150.0,57876.202,-0.0,57876.202,347257.21,0.0,0.0,347257.21,0.07750041666666667,664244.3345491893
738.0,36.206249,33.453749,29.560054,33.453749,30.0,150.0,57876.202,-0.0,57876.202,347257.21,0.0,0.0,347257.21,0.07750041666666667,664244.3345491893
739.0,36.206249,33.453749,29.560054,33.453749,30.0,150.0,57876.202,-0.0,57876.202,347257.21,0.0,0.0,347257.21,0.07750041666666667,664244.3345491893
740.0,36.206249,33.453749,29.560054,33.453749,30.0,150.0,57876.202,-0.0,57876.202,347257.21,0.0,0.0,347257.21,0.07750041666666667,664244.3345491893
741.0,36.206249,33.453749,29.560054,33.453749,30.0,150.0,57876.202,-0.0,57876.202,347257.21,0.0,0.0,347257.21,0.07750041666666667,664244.3345491893
742.0,36.206249,33.453749,29.560054,33.453749,30.0,150.0,57876.202,-0.0,57876.202,347257.21,0.0,0.0,347257.21,0.07750041666666667,664244.3345491893
743.0,36.206249,33.453749,29.560054,33.453749,30.0,150.0,57876.202,-0.0,57876.202,347257.21,0.0,0.0,347257.21,0.07750041666666667,664244.3345491893
744.0,36.206249,33.453749,29.560054,33.453749,30.0,150.0,57876.202,-0.0,57876.202,347257.21,0.0,0.0,347257.21,0.07750041666666667,664244.3345491893
745.0,36.206249,33.453749,29.560054,33.453749,30.0,150.0,57876.202,-0.0,57876.202,347257.21,0.0,0.0,347257.21,0.07750041666666667,664244.3345491893
746.0,36.206249,33.453749,29.560054,33.453749,30.0,150.0,57876.202,-0.0,57876.202,347257.21,0.0,0.0,347257.21,0.07750041666666667,664244.3345491893
747.0,36.206249,33.453749,29.560054,33.453749,30.0,150.0,57876.202,-0.0,57876.202,347257.21,0.0,0.0,347257.21,0.07750041666666667,664244.3345491893
748.0,36.206249,33.453749,29.560054,33.453749,30.0,150.0,57876.202,-0.0,57876.202,347257.21,0.0,0.0,347257.21,0.07750041666666667,664244.3345491893
749.0,36.206249,33.453749,29.560054,33.453749,30.0,150.0,57876.202,-0.0,57876.202,347257.21,0.0,0.0,347257.21,0.07750041666666667,664244.3345491893
750.0,36.206249,33.453749,29.560054,33.453749,30.0,150.0,57876.202,-0.0,57876.202,347257.21,0.0,0.0,347257.21,0.07750041666666667,664244.3345491893
751.0,36.206249,33.453749,29.560054,33.453749,30.0,150.0,57876.202,-0.0,57876.202,347257.21,0.0,0.0,347257.21,0.07750041666666667,664244.3345491893
752.0,36.206249,33.453749,29.560054,33.453749,30.0,150.0,57876.202,-0.0,57876.202,347257.21,0.0,0.0,347257.21,0.07750041666666667,664244.3345491893
753.0,36.206249,33.453749,29.560054,33.453749,30.0,150.0,57876.202,-0.0,57876.202,347257.21,0.0,0.0,347257.21,0.07750041666666667,664244.3345491893
754.0,36.206249,33.453749,29.560054,33.453749,30.0,150.0,57876.202,-0.0,57876.202,347257.21,0.0,0.0,347257.21,0.07750041666666667,664244.3345491893
755.0,36.206249,33.453749,29.560054,33.453749,30.0,150.0,57876.202,-0.0,57876.202,347257.21,0.0,0.0,347257.21,0.07750041666666667,664244.3345491893
756.0,36.206249,33.453749,29.560054,33.453749,30.0,150.0,57876.202,-0.0,57876.202,347257.21,0.0,0.0,347257.21,0.07750041666666667,664244.3345491893
757.0,36.206249,33.453749,29.560054,33.453749,30.0,150.0,57876.202,-0.0,57876.202,347257.21,0.0,0.0,347257.21,0.07750041666666667,664244.3345491893
758.0,36.206249,33.453749,29.560054,33.453749,30.0,150.0,57876.202,-0.0,57876.202,347257.21,0.0,0.0,347257.21,0.07750041666666667,664244.3345491893
759.0,36.206249,33.453749,29.560054,33.453749,30.0,150.0,57876.202,-0.0,57876.202,347257.21,0.0,0.0,347257.21,0.07750041666666667,664244.3345491893
760.0,36.206249,33.453749,29.560054,33.453749,30.0,150.0,57876.202,-0.0,57876.202,347257.21,0.0,0.0,347257.21,0.07750041666666667,664244.3345491893
761.0,36.206249,33.453749,29.560054,33.453749,30.0,150.0,57876.202,-0.0,57876.202,347257.21,0.0,0.0,347257.21,0.07750041666666667,664244.3345491893
762.0,36.206249,33.453749,29.560054,33.453749,30.0,150.0,57876.202,-0.0,57876.202,347257.21,0.0,0.0,347257.21,0.07750041666666667,664244.3345491893
763.0,36.206249,33.453749,29.560054,33.453749,30.0,150.0,57876.202,-0.0,57876.202,347257.21,0.0,0.0,347257.21,0.07750041666666667,664244.3345491893
764.0,36.206249,33.453749,29.560054,33.453749,30.0,150.0,57876.202,-0.0,57876.202,347257.21,0.0,0.0,347257.21,0.07750041666666667,664244.3345491893
765.0,36.206249,33.453749,29.560054,33.453749,30.0,150.0,57876.202,-0.0,57876.202,347257.21,0.0,0.0,347257.21,0.07750041666666667,664244.3345491893
766.0,36.206249,33.453749,29.560054,33.453749,30.0,150.0,57876.202,-0.0,57876.202,347257.21,0.0,0.0,347257.21,0.07750041666666667,664244.3345491893
767.0,36.206249,33.453749,29.560054,33.453749,30.0,150.0,57876.202,-0.0,57876.202,347257.21,0.0,0.0,347257.21,0.07750041666666667,664244.3345491893
768.0,36.206249,33.453749,29.560054,33.453749,30.0,150.0,57876.202,-0.0,57876.202,347257.21,0.0,0.0,347257.21,0.07750041666666667,664244.3345491893
769.0,36.206249,33.453749,29.560054,33.453749,30.0,150.0,57876.202,-0.0,57876.202,347257.21,0.0,0.0,347257.21,0.07750041666666667,664244.3345491893
770.0,36.206249,33.453749,29.560054,33.453749,30.0,150.0,57876.202,-0.0,57876.202,347257.21,0.0,0.0,347257.21,0.07750041666666667,664244.3345491893
771.0,36.206249,33.453749,29.560054,33.453749,30.0,150.0,57876.202,-0.0,57876.202,347257.21,0.0,0.0,347257.21,0.07750041666666667,664244.3345491893
772.0,36.206249,33.453749,29.560054,33.453749,30.0,150.0,57876.202,-0.0,57876.202,347257.21,0.0,0.0,347257.21,0.07750041666666667,664244.3345491893
773.0,36.206249,33.453749,29.560054,33.453749,30.0,150.0,57876.202,-0.0,57876.202,347257.21,0.0,0.0,347257.21,0.07750041666666667,664244.3345491893
774.0,36.206249,33.453749,29.560054,33.453749,30.0,150.0,57876.202,-0.0,57876.202,347257.21,0.0,0.0,347257.21,0.07750041666666667,664244.3345491893
775.0,36.206249,33.453749,29.560054,33.453749,30.0,150.0,57876.202,-0.0,57876.202,347257.21,0.0,0.0,347257.21,0.07750041666666667,664244.3345491893
776.0,36.206249,33.453749,29.560054,33.453749,30.0,150.0,57876.202,-0.0,57876.202,347257.21,0.0,0.0,347257.21,0.07750041666666667,664244.3345491893
777.0,36.206249,33.453749,29.560054,33.453749,30.0,150.0,57876.202,-0.0,57876.202,347257.21,0.0,0.0,347257.21,0.07750041666666667,664244.3345491893
778.0,36.206249,33.453749,29.560054,33.453749,30.0,150.0,57876.202,-0.0,57876.202,347257.21,0.0,0.0,347257.21,0.07750041666666667,664244.3345491893
779.0,36.206249,33.453749,29.560054,33.453749,30.0,150.0,57876.202,-0.0,57876.202,347257.21,0.0,0.0,347257.21,0.07750041666666667,664244.3345491893
780.0,36.206249,33.453749,29.560054,33.453749,30.0,150.0,57876.202,-0.0,57876.202,347257.21,0.0,0.0,347257.21,0.07750041666666667,664244.3345491893
781.0,36.206249,33.453749,29.560054,33.453749,30.0,150.0,57876.202,-0.0,57876.202,347257.21,0.0,0.0,347257.21,0.07750041666666667,664244.3345491893
782.0,36.206249,33.453749,29.560054,33.453749,30.0,150.0,57876.202,-0.0,57876.202,347257.21,0.0,0.0,347257.21,0.07750041666666667,664244.3345491893
783.0,36.206249,33.453749,29.560054,33.453749,30.0,150.0,57876.202,-0.0,57876.202,347257.21,0.0,0.0,347257.21,0.07750041666666667,664244.3345491893
784.0,36.206249,33.453749,29.560054,33.453749,30.0,150.0,57876.202,-0.0,57876.202,347257.21,0.0,0.0,347257.21,0.07750041666666667,664244.3345491893
785.0,36.206249,33.453749,29.560054,33.453749,30.0,150.0,57876.202,-0.0,57876.202,347257.21,0.0,0.0,347257.21,0.07750041666666667,664244.3345491893
786.0,36.206249,33.453749,29.560054,33.453749,30.0,150.0,57876.202,-0.0,57876.202,347257.21,0.0,0.0,347257.21,0.07750041666666667,664244.3345491893
787.0,36.206249,33.453749,29.560054,33.453749,30.0,150.0,57876.202,-0.0,57876.202,347257.21,0.0,0.0,347257.21,0.07750041666666667,664244.3345491893
788.0,36.206249,33.453749,29.560054,33.453749,30.0,150.0,57876.202,-0.0,57876.202,347257.21,0.0,0.0,347257.21,0.07750041666666667,664244.3345491893
789.0,36.206249,33.453749,29.560054,33.453749,30.0,150.0,57876.202,-0.0,57876.202,347257.21,0.0,0.0,347257.21,0.07750041666666667,664244.3345491893
790.0,36.206249,33.453749,29.560054,33.453749,30.0,150.0,57876.202,-0.0,57876.202,347257.21,0.0,0.0,347257.21,0.07750041666666667,664244.3345491893
791.0,36.206249,33.453749,29.560054,33.453749,30.0,150.0,57876.202,-0.0,57876.202,347257.21,0.0,0.0,347257.21,0.07750041666666667,664244.3345491893
792.0,36.206249,33.453749,29.560054,33.453749,30.0,150.0,57876.202,-0.0,57876.202,347257.21,0.0,0.0,347257.21,0.07750041666666667,664244.3345491893
793.0,36.206249,33.453749,29.560054,33.453749,30.0,150.0,57876.202,-0.0,57876.202,347257.21,0.0,0.0,347257.21,0.07750041666666667,664244.3345491893
794.0,36.206249,33.453749,29.560054,33.453749,30.0,150.0,57876.202,-0.0,57876.202,347257.21,0.0,0.0,347257.21,0.07750041666666667,664244.3345491893
795.0,36.206249,33.453749,29.560054,33.453749,30.0,150.0,57876.202,-0.0,57876.202,347257.21,0.0,0.0,347257.21,0.07750041666666667,664244.3345491893
796.0,36.206249,33.453749,29.560054,33.453749,30.0,150.0,57876.202,-0.0,57876.202,347257.21,0.0,0.0,347257.21,0.07750041666666667,664244.3345491893
797.0,36.206249,33.453749,29.560054,33.453749,30.0,150.0,57876.202,-0.0,57876.202,347257.21,0.0,0.0,347257.21,0.07750041666666667,664244.3345491893
798.0,36.206249,33.453749,29.560054,33.453749,30.0,150.0,57876.202,-0.0,57876.202,347257.21,0.0,0.0,347257.21,0.07750041666666667,664244.3345491893
799.0,36.206249,33.453749,29.560054,33.453749,30.0,150.0,57876.202,-0.0,57876.202,347257.21,0.0,0.0,347257.21,0.07750041666666667,664244.3345491893
800.0,36.206249,33.453749,29.560054,33.453749,30.0,150.0,57876.202,-0.0,57876.202,347257.21,0.0,0.0,347257.21,0.07750041666666667,664244.3345491893
801.0,36.206249,33.453749,29.560054,33.453749,30.0,150.0,57876.202,-0.0,57876.202,347257.21,0.0,0.0,347257.21,0.07750041666666667,664244.3345491893
802.0,36.206249,33.453749,29.560054,33.453749,30.0,150.0,57876.202,-0.0,57876.202,347257.21,0.0,0.0,347257.21,0.07750041666666667,664244.3345491893
803.0,36.206249,33.453749,29.560054,33.453749,30.0,150.0,57876.202,-0.0,57876.202,347257.21,0.0,0.0,347257.21,0.07750041666666667,664244.3345491893
804.0,36.206249,33.453749,29.560054,33.453749,30.0,150.0,57876.202,-0.0,57876.202,347257.21,0.0,0.0,347257.21,0.07750041666666667,664244.3345491893
805.0,36.206249,33.453749,29.560054,33.453749,30.0,150.0,57876.202,-0.0,57876.202,347257.21,0.0,0.0,347257.21,0.07750041666666667,664244.3345491893
806.0,36.206249,33.453749,29.560054,33.453749,30.0,150.0,57876.202,-0.0,57876.202,347257.21,0.0,0.0,347257.21,0.07750041666666667,664244.3345491893
807.0,36.206249,33.453749,29.560054,33.453749,30.0,150.0,57876.202,-0.0,57876.202,347257.21,0.0,0.0,347257.21,0.07750041666666667,664244.3345491893
808.0,36.206249,33.453749,29.560054,33.453749,30.0,150.0,57876.202,-0.0,57876.202,347257.21,0.0,0.0,347257.21,0.07750041666666667,664244.3345491893
809.0,36.206249,33.453749,29.560054,33.453749,30.0,150.0,57876.202,-0.0,57876.202,347257.21,0.0,0.0,347257.21,0.07750041666666667,664244.3345491893
810.0,36.206249,33.453749,29.560054,33.453749,30.0,150.0,57876.202,-0.0,57876.202,347257.21,0.0,0.0,347257.21,0.07750041666666667,664244.3345491893
811.0,36.206249,33.453749,29.560054,33.453749,30.0,150.0,57876.202,-0.0,57876.202,347257.21,0.0,0.0,347257.21,0.07750041666666667,664244.3345491893
812.0,36.206249,33.453749,29.560054,33.453749,30.0,150.0,57876.202,-0.0,57876.202,347257.21,0.0,0.0,347257.21,0.07750041666666667,664244.3345491893
813.0,36.206249,33.453749,29.560054,33.453749,30.0,150.0,57876.202,-0.0,57876.202,347257.21,0.0,0.0,347257.21,0.07750041666666667,664244.3345491893
814.0,36.206249,33.453749,29.560054,33.453749,30.0,150.0,57876.202,-0.0,57876.202,347257.21,0.0,0.0,347257.21,0.07750041666666667,664244.3345491893
815.0,36.206249,33.453749,29.560054,33.453749,30.0,150.0,57876.202,-0.0,57876.202,347257.21,0.0,0.0,347257.21,0.07750041666666667,664244.3345491893
816.0,36.206249,33.453749,29.560054,33.453749,30.0,150.0,57876.202,-0.0,57876.202,347257.21,0.0,0.0,347257.21,0.07750041666666667,664244.3345491893
817.0,36.206249,33.453749,29.560054,33.453749,30.0,150.0,57876.202,-0.0,57876.202,347257.21,0.0,0.0,347257.21,0.07750041666666667,664244.3345491893
818.0,36.206249,33.453749,29.560054,33.453749,30.0,150.0,57876.202,-0.0,57876.202,347257.21,0.0,0.0,347257.21,0.07750041666666667,664244.3345491893
819.0,36.206249,33.453749,29.560054,33.453749,30.0,150.0,57876.202,-0.0,57876.202,347257.21,0.0,0.0,347257.21,0.07750041666666667,664244.3345491893
820.0,36.206249,33.453749,29.560054,33.453749,30.0,150.0,57876.202,-0.0,57876.202,347257.21,0.0,0.0,347257.21,0.07750041666666667,664244.3345491893
821.0,36.206249,33.453749,29.560054,33.453749,30.0,150.0,57876.202,-0.0,57876.202,347257.21,0.0,0.0,347257.21,0.07750041666666667,664244.3345491893
822.0,36.206249,33.453749,29.560054,33.453749,30.0,150.0,57876.202,-0.0,57876.202,347257.21,0.0,0.0,347257.21,0.07750041666666667,664244.3345491893
823.0,36.206249,33.453749,29.560054,33.453749,30.0,150.0,57876.202,-0.0,57876.202,347257.21,0.0,0.0,347257.21,0.07750041666666667,664244.3345491893
824.0,36.206249,33.453749,29.560054,33.453749,30.0,150.0,57876.202,-0.0,57876.202,347257.21,0.0,0.0,347257.21,0.07750041666666667,664244.3345491893
825.0,36.206249,33.453749,29.560054,33.453749,30.0,150.0,57876.202,-0.0,57876.202,347257.21,0.0,0.0,347257.21,0.07750041666666667,664244.3345491893
826.0,36.206249,33.453749,29.560054,33.453749,30.0,150.0,57876.202,-0.0,57876.202,347257.21,0.0,0.0,347257.21,0.07750041666666667,664244.3345491893
827.0,36.206249,33.453749,29.560054,33.453749,30.0,150.0,57876.202,-0.0,57876.202,347257.21,0.0,0.0,347257.21,0.07750041666666667,664244.3345491893
828.0,36.206249,33.453749,29.560054,33.453749,30.0,150.0,57876.202,-0.0,57876.202,347257.21,0.0,0.0,347257.21,0.07750041666666667,664244.3345491893
829.0,36.206249,33.453749,29.560054,33.453749,30.0,150.0,57876.202,-0.0,57876.202,347257.21,0.0,0.0,347257.21,0.07750041666666667,664244.3345491893
830.0,36.206249,33.453749,29.560054,33.453749,30.0,150.0,57876.202,-0.0,57876.202,347257.21,0.0,0.0,347257.21,0.07750041666666667,664244.3345491893
831.0,36.206249,33.453749,29.560054,33.453749,30.0,150.0,57876.202,-0.0,57876.202,347257.21,0.0,0.0,347257.21,0.07750041666666667,664244.3345491893
832.0,36.206249,33.453749,29.560054,33.453749,30.0,150.0,57876.202,-0.0,57876.202,347257.21,0.0,0.0,347257.21,0.07750041666666667,664244.3345491893
833.0,36.206249,33.453749,29.560054,33.453749,30.0,150.0,57876.202,-0.0,57876.202,347257.21,0.0,0.0,347257.21,0.07750041666666667,664244.3345491893
834.0,36.206249,33.453749,29.560054,33.453749,30.0,150.0,57876.202,-0.0,57876.202,347257.21,0.0,0.0,347257.21,0.07750041666666667,664244.3345491893
835.0,36.206249,33.453749,29.560054,33.453749,30.0,150.0,57876.202,-0.0,57876.202,347257.21,0.0,0.0,347257.21,0.07750041666666667,664244.3345491893
836.0,36.206249,33.453749,29.560054,33.453749,30.0,150.0,57876.202,-0.0,57876.202,347257.21,0.0,0.0,347257.21,0.07750041666666667,664244.3345491893
837.0,36.206249,33.453749,29.560054,33.453749,30.0,150.0,57876.202,-0.0,57876.202,347257.21,0.0,0.0,347257.21,0.07750041666666667,664244.3345491893
838.0,36.206249,33.453749,29.560054,33.453749,30.0,150.0,57876.202,-0.0,57876.202,347257.21,0.0,0.0,347257.21,0.07750041666666667,664244.3345491893
839.0,36.206249,33.453749,29.560054,33.453749,30.0,150.0,57876.202,-0.0,57876.202,347257.21,0.0,0.0,347257.21,0.07750041666666667,664244.3345491893
840.0,36.206249,33.453749,29.560054,33.453749,30.0,150.0,57876.202,-0.0,57876.202,347257.21,0.0,0.0,347257.21,0.07750041666666667,664244.3345491893
841.0,36.206249,33.453749,29.560054,33.453749,30.0,150.0,57876.202,-0.0,57876.202,347257.21,0.0,0.0,347257.21,0.07750041666666667,664244.3345491893
842.0,36.206249,33.453749,29.560054,33.453749,30.0,150.0,57876.202,-0.0,57876.202,347257.21,0.0,0.0,347257.21,0.07750041666666667,664244.3345491893
843.0,36.206249,33.453749,29.560054,33.453749,30.0,150.0,57876.202,-0.0,57876.202,347257.21,0.0,0.0,347257.21,0.07750041666666667,664244.3345491893
844.0,36.206249,33.453749,29.560054,33.453749,30.0,150.0,57876.202,-0.0,57876.202,347257.21,0.0,0.0,347257.21,0.07750041666666667,664244.3345491893
845.0,36.206249,33.453749,29.560054,33.453749,30.0,150.0,57876.202,-0.0,57876.202,347257.21,0.0,0.0,347257.21,0.07750041666666667,664244.3345491893
846.0,36.206249,33.453749,29.560054,33.453749,30.0,150.0,57876.202,-0.0,57876.202,347257.21,0.0,0.0,347257.21,0.07750041666666667,664244.3345491893
847.0,36.206249,33.453749,29.560054,33.453749,30.0,150.0,57876.202,-0.0,57876.202,347257.21,0.0,0.0,347257.21,0.07750041666666667,664244.3345491893
848.0,36.206249,33.453749,29.560054,33.453749,30.0,150.0,57876.202,-0.0,57876.202,347257.21,0.0,0.0,347257.21,0.07750041666666667,664244.3345491893
849.0,36.206249,33.453749,29.560054,33.453749,30.0,150.0,57876.202,-0.0,57876.202,347257.21,0.0,0.0,347257.21,0.07750041666666667,664244.3345491893
850.0,36.206249,33.453749,29.560054,33.453749,30.0,150.0,57876.202,-0.0,57876.202,347257.21,0.0,0.0,347257.21,0.07750041666666667,664244.3345491893
851.0,36.206249,33.453749,29.560054,33.453749,30.0,150.0,57876.202,-0.0,57876.202,347257.21,0.0,0.0,347257.21,0.07750041666666667,664244.3345491893
852.0,36.206249,33.453749,29.560054,33.453749,30.0,150.0,57876.202,-0.0,57876.202,347257.21,0.0,0.0,347257.21,0.07750041666666667,664244.3345491893
853.0,36.206249,33.453749,29.560054,33.453749,30.0,150.0,57876.202,-0.0,57876.202,347257.21,0.0,0.0,347257.21,0.07750041666666667,664244.3345491893
854.0,36.206249,33.453749,29.560054,33.453749,30.0,150.0,57876.202,-0.0,57876.202,347257.21,0.0,0.0,347257.21,0.07750041666666667,664244.3345491893
855.0,36.206249,33.453749,29.560054,33.453749,30.0,150.0,57876.202,-0.0,57876.202,347257.21,0.0,0.0,347257.21,0.07750041666666667,664244.3345491893
856.0,36.206249,33.453749,29.560054,33.453749,30.0,150.0,57876.202,-0.0,57876.202,347257.21,0.0,0.0,347257.21,0.07750041666666667,664244.3345491893
857.0,36.206249,33.453749,29.560054,33.453749,30.0,150.0,57876.202,-0.0,57876.202,347257.21,0.0,0.0,347257.21,0.07750041666666667,664244.3345491893
858.0,36.206249,33.453749,29.560054,33.453749,30.0,150.0,57876.202,-0.0,57876.202,347257.21,0.0,0.0,347257.21,0.07750041666666667,664244.3345491893
859.0,36.206249,33.453749,29.560054,33.453749,30.0,150.0,57876.202,-0.0,57876.202,347257.21,0.0,0.0,347257.21,0.07750041666666667,664244.3345491893
860.0,36.206249,33.453749,29.560054,33.453749,30.0,150.0,57876.202,-0.0,57876.202,347257.21,0.0,0.0,347257.21,0.07750041666666667,664244.3345491893
861.0,36.206249,33.453749,29.560054,33.453749,30.0,150.0,57876.202,-0.0,57876.202,347257.21,0.0,0.0,347257.21,0.07750041666666667,664244.3345491893
862.0,36.206249,33.453749,29.560054,33.453749,30.0,150.0,57876.202,-0.0,57876.202,347257.21,0.0,0.0,347257.21,0.07750041666666667,664244.3345491893
863.0,36.206249,33.453749,29.560054,33.453749,30.0,150.0,57876.202,-0.0,57876.202,347257.21,0.0,0.0,347257.21,0.07750041666666667,664244.3345491893
864.0,36.206249,33.453749,29.560054,33.453749,30.0,150.0,57876.202,-0.0,57876.202,347257.21,0.0,0.0,347257.21,0.07750041666666667,664244.3345491893
865.0,36.206249,33.453749,29.560054,33.453749,30.0,150.0,57876.202,-0.0,57876.202,347257.21,0.0,0.0,347257.21,0.07750041666666667,664244.3345491893
866.0,36.206249,33.453749,29.560054,33.453749,30.0,150.0,57876.202,-0.0,57876.202,347257.21,0.0,0.0,347257.21,0.07750041666666667,664244.3345491893
867.0,36.206249,33.453749,29.560054,33.453749,30.0,150.0,57876.202,-0.0,57876.202,347257.21,0.0,0.0,347257.21,0.07750041666666667,664244.3345491893
868.0,36.206249,33.453749,29.560054,33.453749,30.0,150.0,57876.202,-0.0,57876.202,347257.21,0.0,0.0,347257.21,0.07750041666666667,664244.3345491893
869.0,36.206249,33.453749,29.560054,33.453749,30.0,150.0,57876.202,-0.0,57876.202,347257.21,0.0,0.0,347257.21,0.07750041666666667,664244.3345491893
870.0,36.206249,33.453749,29.560054,33.453749,30.0,150.0,57876.202,-0.0,57876.202,347257.21,0.0,0.0,347257.21,0.07750041666666667,664244.3345491893
871.0,36.206249,33.453749,29.560054,33.453749,30.0,150.0,57876.202,-0.0,57876.202,347257.21,0.0,0.0,347257.21,0.07750041666666667,664244.3345491893
872.0,36.206249,33.453749,29.560054,33.453749,30.0,150.0,57876.202,-0.0,57876.202,347257.21,0.0,0.0,347257.21,0.07750041666666667,664244.3345491893
873.0,36.206249,33.453749,29.560054,33.453749,30.0,150.0,57876.202,-0.0,57876.202,347257.21,0.0,0.0,347257.21,0.07750041666666667,664244.3345491893
874.0,36.206249,33.453749,29.560054,33.453749,30.0,150.0,57876.202,-0.0,57876.202,347257.21,0.0,0.0,347257.21,0.07750041666666667,664244.3345491893
875.0,36.206249,33.453749,29.560054,33.453749,30.0,150.0,57876.202,-0.0,57876.202,347257.21,0.0,0.0,347257.21,0.07750041666666667,664244.3345491893
876.0,36.206249,33.453749,29.560054,33.453749,30.0,150.0,57876.202,-0.0,57876.202,347257.21,0.0,0.0,347257.21,0.07750041666666667,664244.3345491893
877.0,36.206249,33.453749,29.560054,33.453749,30.0,150.0,57876.202,-0.0,57876.202,347257.21,0.0,0.0,347257.21,0.07750041666666667,664244.3345491893
878.0,36.206249,33.453749,29.560054,33.453749,30.0,150.0,57876.202,-0.0,57876.202,347257.21,0.0,0.0,347257.21,0.07750041666666667,664244.3345491893
879.0,36.206249,33.453749,29.560054,33.453749,30.0,150.0,57876.202,-0.0,57876.202,347257.21,0.0,0.0,347257.21,0.07750041666666667,664244.3345491893
880.0,36.206249,33.453749,29.560054,33.453749,30.0,150.0,57876.202,-0.0,57876.202,347257.21,0.0,0.0,347257.21,0.07750041666666667,664244.3345491893
881.0,36.206249,33.453749,29.560054,33.453749,30.0,150.0,57876.202,-0.0,57876.202,347257.21,0.0,0.0,347257.21,0.07750041666666667,664244.3345491893
